# WRIST.x,WRIST.y,WRIST.z,THUMB_CMC.x,THUMB_CMC.y,THUMB_CMC.z,THUMB_MCP.x,THUMB_MCP.y,THUMB_MCP.z,THUMB_IP.x,THUMB_IP.y,THUMB_IP.z,THUMB_TIP.x,THUMB_TIP.y,THUMB_TIP.z,INDEX_FINGER_MCP.x,INDEX_FINGER_MCP.y,INDEX_FINGER_MCP.z,INDEX_FINGER_PIP.x,INDEX_FINGER_PIP.y,INDEX_FINGER_PIP.z,INDEX_FINGER_DIP.x,INDEX_FINGER_DIP.y,INDEX_FINGER_DIP.z,INDEX_FINGER_TIP.x,INDEX_FINGER_TIP.y,INDEX_FINGER_TIP.z,MIDDLE_FINGER_MCP.x,MIDDLE_FINGER_MCP.y,MIDDLE_FINGER_MCP.z,MIDDLE_FINGER_PIP.x,MIDDLE_FINGER_PIP.y,MIDDLE_FINGER_PIP.z,MIDDLE_FINGER_DIP.x,MIDDLE_FINGER_DIP.y,MIDDLE_FINGER_DIP.z,MIDDLE_FINGER_TIP.x,MIDDLE_FINGER_TIP.y,MIDDLE_FINGER_TIP.z,RING_FINGER_MCP.x,RING_FINGER_MCP.y,RING_FINGER_MCP.z,RING_FINGER_PIP.x,RING_FINGER_PIP.y,RING_FINGER_PIP.z,RING_FINGER_DIP.x,RING_FINGER_DIP.y,RING_FINGER_DIP.z,RING_FINGER_TIP.x,RING_FINGER_TIP.y,RING_FINGER_TIP.z,PINKY_MCP.x,PINKY_MCP.y,PINKY_MCP.z,PINKY_PIP.x,PINKY_PIP.y,PINKY_PIP.z,PINKY_DIP.x,PINKY_DIP.y,PINKY_DIP.z,PINKY_TIP.x,PINKY_TIP.y,PINKY_TIP.z,B,K,H,Y,W
4.978045523166656494e-01,8.692612648010253906e-01,5.730087195843225345e-07,4.741575717926025391e-01,8.325878381729125977e-01,-8.005398511886596680e-02,4.851652681827545166e-01,7.667213678359985352e-01,-9.802895039319992065e-02,5.444663763046264648e-01,7.046850323677062988e-01,-9.939916431903839111e-02,5.921719074249267578e-01,6.510940194129943848e-01,-9.711252897977828979e-02,4.407373070716857910e-01,6.113306283950805664e-01,-4.131523892283439636e-02,4.373527169227600098e-01,5.018944740295410156e-01,-5.476288869976997375e-02,4.389824867248535156e-01,4.290547668933868408e-01,-7.081438601016998291e-02,4.419023394584655762e-01,3.690918684005737305e-01,-8.456268161535263062e-02,4.895349144935607910e-01,6.071351170539855957e-01,-1.637122407555580139e-02,4.965404570102691650e-01,4.965465962886810303e-01,-2.332765422761440277e-02,5.088092684745788574e-01,4.232769310474395752e-01,-4.220398142933845520e-02,5.165793299674987793e-01,3.634446561336517334e-01,-5.675430223345756531e-02,5.323900580406188965e-01,6.321920752525329590e-01,-9.599493932910263538e-04,5.675233006477355957e-01,5.453633069992065430e-01,-2.993102744221687317e-02,5.953316688537597656e-01,4.902893900871276855e-01,-6.731925159692764282e-02,6.148608922958374023e-01,4.288439750671386719e-01,-9.259024262428283691e-02,5.660482645034790039e-01,6.788237690925598145e-01,9.383606724441051483e-03,5.899270772933959961e-01,6.438570022583007812e-01,-3.374833986163139343e-02,5.882321596145629883e-01,6.832152009010314941e-01,-5.536181852221488953e-02,5.834197402000427246e-01,7.184475064277648926e-01,-6.662048399448394775e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.781568646430969238e-01,9.775336980819702148e-01,5.994874641146452632e-07,4.107449948787689209e-01,8.943558335304260254e-01,-2.235691063106060028e-02,4.014285504817962646e-01,7.880765199661254883e-01,-2.146583795547485352e-02,4.403753280639648438e-01,6.980627179145812988e-01,-2.362349070608615875e-02,4.583940804004669189e-01,6.362531185150146484e-01,-2.233777008950710297e-02,4.282236695289611816e-01,7.333280444145202637e-01,2.214359492063522339e-02,4.178807139396667480e-01,6.286199688911437988e-01,7.704365532845258713e-03,4.124888181686401367e-01,5.668373703956604004e-01,-5.021618213504552841e-03,4.103094637393951416e-01,5.079758167266845703e-01,-1.387867797166109085e-02,4.798051714897155762e-01,7.419319152832031250e-01,1.875612884759902954e-02,4.908595383167266846e-01,6.355205774307250977e-01,-8.073477074503898621e-03,4.968099892139434814e-01,5.598999857902526855e-01,-3.107414208352565765e-02,5.056193470954895020e-01,4.941819012165069580e-01,-4.254717379808425903e-02,5.246627330780029297e-01,7.707605361938476562e-01,9.447368793189525604e-03,5.281749963760375977e-01,7.089944481849670410e-01,-3.793505951762199402e-02,5.017762780189514160e-01,7.854029536247253418e-01,-4.566740617156028748e-02,4.871712028980255127e-01,8.458456993103027344e-01,-3.447271510958671570e-02,5.677476525306701660e-01,8.064230084419250488e-01,-1.434706966392695904e-03,5.623108148574829102e-01,7.578271627426147461e-01,-3.865805268287658691e-02,5.343049168586730957e-01,8.086779713630676270e-01,-3.790300711989402771e-02,5.170842409133911133e-01,8.503264188766479492e-01,-2.700670622289180756e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.652613699436187744e-01,9.021904468536376953e-01,4.094768542017845903e-07,4.062597453594207764e-01,8.083649873733520508e-01,-6.876253988593816757e-03,4.038070440292358398e-01,7.152428030967712402e-01,2.733039436861872673e-03,4.403225779533386230e-01,6.391426324844360352e-01,5.998274777084589005e-03,4.602477550506591797e-01,5.925913453102111816e-01,1.237569469958543777e-02,4.291577041149139404e-01,6.750872731208801270e-01,4.542956873774528503e-02,4.184937477111816406e-01,5.861083269119262695e-01,3.447667509317398071e-02,4.130169153213500977e-01,5.274420380592346191e-01,2.133360132575035095e-02,4.116690754890441895e-01,4.740810394287109375e-01,1.189742516726255417e-02,4.758369624614715576e-01,6.841569542884826660e-01,3.774337098002433777e-02,4.894564151763916016e-01,5.922044515609741211e-01,1.410870719701051712e-02,4.988981485366821289e-01,5.257301330566406250e-01,-1.090139057487249374e-02,5.113841891288757324e-01,4.682297706604003906e-01,-2.441680058836936951e-02,5.165672898292541504e-01,7.085065841674804688e-01,2.487339451909065247e-02,5.217808485031127930e-01,6.470547318458557129e-01,-1.680236496031284332e-02,4.910752773284912109e-01,7.069366574287414551e-01,-2.745665609836578369e-02,4.750120043754577637e-01,7.609561681747436523e-01,-1.970561966300010681e-02,5.563000440597534180e-01,7.379496693611145020e-01,1.154418103396892548e-02,5.479559302330017090e-01,6.912034749984741211e-01,-1.882226578891277313e-02,5.171971321105957031e-01,7.290146350860595703e-01,-1.945104449987411499e-02,4.994396567344665527e-01,7.665193080902099609e-01,-1.069982722401618958e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.774325251579284668e-01,6.809225082397460938e-01,6.527268396894214675e-07,3.124091029167175293e-01,6.147685647010803223e-01,-2.684757299721240997e-02,2.905542552471160889e-01,5.314567685127258301e-01,-3.391929343342781067e-02,3.344466984272003174e-01,4.862407147884368896e-01,-3.957499936223030090e-02,3.816438913345336914e-01,4.903367757797241211e-01,-4.446724429726600647e-02,3.367676734924316406e-01,4.265542626380920410e-01,1.347583811730146408e-02,3.431138694286346436e-01,3.361783027648925781e-01,1.046619750559329987e-02,3.518673479557037354e-01,2.819405794143676758e-01,-4.837028682231903076e-03,3.596632480621337891e-01,2.350947558879852295e-01,-1.979024522006511688e-02,3.798972666263580322e-01,4.286518096923828125e-01,1.395819988101720810e-02,3.839484453201293945e-01,3.288986086845397949e-01,1.606406271457672119e-02,3.877830505371093750e-01,2.660239338874816895e-01,1.865156693384051323e-03,3.898368179798126221e-01,2.161436975002288818e-01,-1.131946407258510590e-02,4.135423898696899414e-01,4.476896524429321289e-01,8.493773639202117920e-03,4.203275144100189209e-01,3.555565774440765381e-01,9.274356067180633545e-03,4.202978610992431641e-01,2.992144227027893066e-01,-8.864782867021858692e-04,4.202230870723724365e-01,2.524164319038391113e-01,-1.106711663305759430e-02,4.510149955749511719e-01,4.810390174388885498e-01,-1.605502562597393990e-03,4.535271525382995605e-01,4.070633053779602051e-01,-3.547966713085770607e-03,4.501935243606567383e-01,3.658171594142913818e-01,-5.545618943870067596e-03,4.454652965068817139e-01,3.252181410789489746e-01,-8.917831815779209137e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.939643502235412598e-01,6.921324133872985840e-01,4.233037600442912662e-07,3.311284184455871582e-01,6.327726840972900391e-01,-2.042989060282707214e-02,3.124617934226989746e-01,5.394873619079589844e-01,-2.335906587541103363e-02,3.586882352828979492e-01,4.886938333511352539e-01,-2.583033218979835510e-02,4.085552692413330078e-01,4.902537465095520020e-01,-2.770758606493473053e-02,3.487370312213897705e-01,4.282931685447692871e-01,8.634430356323719025e-03,3.478408157825469971e-01,3.314827382564544678e-01,9.453369420953094959e-04,3.496253490447998047e-01,2.722865343093872070e-01,-1.358722336590290070e-02,3.531861305236816406e-01,2.214238941669464111e-01,-2.709975279867649078e-02,3.934196829795837402e-01,4.255462884902954102e-01,6.077832076698541641e-03,3.869145512580871582e-01,3.212074041366577148e-01,1.384683186188340187e-03,3.845251500606536865e-01,2.552565336227416992e-01,-1.300458237528800964e-02,3.821228444576263428e-01,1.990016102790832520e-01,-2.484751865267753601e-02,4.322482645511627197e-01,4.418970346450805664e-01,-1.299657160416245461e-03,4.301900565624237061e-01,3.426066040992736816e-01,-7.720800582319498062e-03,4.256542921066284180e-01,2.819075584411621094e-01,-1.915485598146915436e-02,4.216055274009704590e-01,2.306204140186309814e-01,-2.850334346294403076e-02,4.751369357109069824e-01,4.727140367031097412e-01,-1.227313466370105743e-02,4.746115803718566895e-01,3.931377828121185303e-01,-2.164836041629314423e-02,4.686591625213623047e-01,3.451196551322937012e-01,-2.709559351205825806e-02,4.615070223808288574e-01,2.999778389930725098e-01,-3.133361041545867920e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.959100842475891113e-01,6.929396390914916992e-01,4.208249322346091503e-07,3.351036310195922852e-01,6.383817791938781738e-01,-1.996503397822380066e-02,3.113402724266052246e-01,5.469093918800354004e-01,-2.507326565682888031e-02,3.500312864780426025e-01,4.936968088150024414e-01,-3.040609322488307953e-02,3.982563614845275879e-01,4.916414618492126465e-01,-3.577151894569396973e-02,3.465020358562469482e-01,4.249525368213653564e-01,5.124310031533241272e-03,3.414017260074615479e-01,3.262443542480468750e-01,-5.877749528735876083e-03,3.406888246536254883e-01,2.651591300964355469e-01,-2.290805056691169739e-02,3.420345783233642578e-01,2.118281871080398560e-01,-3.863184899091720581e-02,3.903031051158905029e-01,4.196139574050903320e-01,-4.618955717887729406e-04,3.819350600242614746e-01,3.125866949558258057e-01,-8.908734656870365143e-03,3.789206147193908691e-01,2.452602982521057129e-01,-2.589517086744308472e-02,3.753678202629089355e-01,1.872798204421997070e-01,-3.997663781046867371e-02,4.289644062519073486e-01,4.352384507656097412e-01,-1.088244561105966568e-02,4.246398508548736572e-01,3.330821990966796875e-01,-2.073092013597488403e-02,4.191184639930725098e-01,2.710710763931274414e-01,-3.474985435605049133e-02,4.138802289962768555e-01,2.172946333885192871e-01,-4.633178561925888062e-02,4.721441268920898438e-01,4.667125046253204346e-01,-2.476908266544342041e-02,4.689861238002777100e-01,3.836799860000610352e-01,-3.742653876543045044e-02,4.622561037540435791e-01,3.334376215934753418e-01,-4.557022079825401306e-02,4.543739557266235352e-01,2.848783135414123535e-01,-5.220178514719009399e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.672952651977539062e-01,6.923707723617553711e-01,4.406905134146654746e-07,3.026364445686340332e-01,6.165501475334167480e-01,-1.622955687344074249e-02,2.886596918106079102e-01,5.300926566123962402e-01,-1.509892009198665619e-02,3.347171247005462646e-01,4.864178895950317383e-01,-1.423658896237611771e-02,3.815892636775970459e-01,4.917197823524475098e-01,-1.249718200415372849e-02,3.304904103279113770e-01,4.315007925033569336e-01,2.833195030689239502e-02,3.338128328323364258e-01,3.416607379913330078e-01,2.730384282767772675e-02,3.408906757831573486e-01,2.876110076904296875e-01,1.359560340642929077e-02,3.491071462631225586e-01,2.396928966045379639e-01,-7.161808898672461510e-04,3.754055500030517578e-01,4.306996166706085205e-01,2.490946650505065918e-02,3.755067884922027588e-01,3.314002156257629395e-01,2.777513302862644196e-02,3.794731199741363525e-01,2.699851095676422119e-01,1.371680665761232376e-02,3.817026317119598389e-01,2.156912088394165039e-01,2.535884559620171785e-04,4.103387892246246338e-01,4.475774168968200684e-01,1.569254882633686066e-02,4.132506549358367920e-01,3.556916415691375732e-01,1.565588638186454773e-02,4.119733870029449463e-01,2.985800504684448242e-01,4.509435035288333893e-03,4.107927083969116211e-01,2.488087415695190430e-01,-6.598254665732383728e-03,4.503419399261474609e-01,4.793502390384674072e-01,2.733109518885612488e-03,4.498982429504394531e-01,4.024067521095275879e-01,-2.062532817944884300e-03,4.451623857021331787e-01,3.592292368412017822e-01,-6.847530603408813477e-03,4.380193352699279785e-01,3.161752820014953613e-01,-1.233443710952997208e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.454254508018493652e-01,9.012181758880615234e-01,2.707328121687169187e-07,3.939477503299713135e-01,8.162888288497924805e-01,-9.413930587470531464e-03,3.976925909519195557e-01,7.082898616790771484e-01,-7.590382359921932220e-03,4.403674602508544922e-01,6.368138790130615234e-01,-1.132398750633001328e-02,4.679476022720336914e-01,5.891028642654418945e-01,-1.350862998515367508e-02,4.317617416381835938e-01,6.684529781341552734e-01,1.855359040200710297e-02,4.223713278770446777e-01,5.732731223106384277e-01,3.465811721980571747e-03,4.166399538516998291e-01,5.142610669136047363e-01,-6.939592305570840836e-03,4.140475094318389893e-01,4.630908966064453125e-01,-1.340408157557249069e-02,4.772966802120208740e-01,6.804736256599426270e-01,7.537292316555976868e-03,4.846606552600860596e-01,5.776430368423461914e-01,-1.669755391776561737e-02,4.905995428562164307e-01,5.102607607841491699e-01,-3.451618552207946777e-02,4.997641146183013916e-01,4.531406164169311523e-01,-4.196733236312866211e-02,5.175203084945678711e-01,7.104446291923522949e-01,-7.552243303507566452e-03,4.989756643772125244e-01,6.585637331008911133e-01,-5.007025972008705139e-02,4.625891745090484619e-01,7.188440561294555664e-01,-5.515232309699058533e-02,4.421284794807434082e-01,7.678669691085815430e-01,-4.373561590909957886e-02,5.533381700515747070e-01,7.480316758155822754e-01,-2.315218187868595123e-02,5.267325043678283691e-01,7.002552747726440430e-01,-5.308512598276138306e-02,4.888428449630737305e-01,7.412773966789245605e-01,-4.827859252691268921e-02,4.669264853000640869e-01,7.795884609222412109e-01,-3.624349460005760193e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.050345063209533691e-01,8.534336686134338379e-01,4.671998681260447484e-07,4.596663713455200195e-01,8.104729652404785156e-01,-5.730979144573211670e-02,4.572852551937103271e-01,7.318737506866455078e-01,-6.975910067558288574e-02,5.074316263198852539e-01,6.563970446586608887e-01,-7.206411659717559814e-02,5.569710731506347656e-01,6.081339716911315918e-01,-7.102007418870925903e-02,4.185442924499511719e-01,6.084488034248352051e-01,-1.322515960782766342e-02,3.948264718055725098e-01,5.085900425910949707e-01,-2.308605052530765533e-02,3.829082250595092773e-01,4.372472465038299561e-01,-3.478665277361869812e-02,3.774622976779937744e-01,3.839035034179687500e-01,-4.434459656476974487e-02,4.628826975822448730e-01,5.958728194236755371e-01,4.579886794090270996e-03,4.528654515743255615e-01,4.896892309188842773e-01,7.771200034767389297e-03,4.511583745479583740e-01,4.244515597820281982e-01,2.613620832562446594e-03,4.493886828422546387e-01,3.658364415168762207e-01,-1.829553628340363503e-03,5.087808966636657715e-01,6.128939390182495117e-01,1.344617176800966263e-02,5.324648618698120117e-01,5.232313275337219238e-01,-4.599148232955485582e-04,5.457017421722412109e-01,4.663860797882080078e-01,-1.974952034652233124e-02,5.558165907859802246e-01,4.094555079936981201e-01,-3.342492133378982544e-02,5.485804080963134766e-01,6.551259756088256836e-01,1.735898107290267944e-02,5.607313513755798340e-01,6.084443330764770508e-01,-1.034278795123100281e-02,5.501078367233276367e-01,6.459861993789672852e-01,-1.961253769695758820e-02,5.426457524299621582e-01,6.795173883438110352e-01,-2.283976227045059204e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.206881761550903320e-01,7.142030596733093262e-01,-7.136297313081740867e-07,4.538074731826782227e-01,6.571485996246337891e-01,-6.218350026756525040e-03,4.186033308506011963e-01,5.817532539367675781e-01,-9.614791721105575562e-03,4.195939898490905762e-01,5.057164430618286133e-01,-1.797804236412048340e-02,4.475810229778289795e-01,4.648137688636779785e-01,-2.327492460608482361e-02,4.671047925949096680e-01,5.323719978332519531e-01,2.085478045046329498e-02,4.770711362361907959e-01,4.759790599346160889e-01,-5.668709520250558853e-03,4.787773489952087402e-01,5.283825397491455078e-01,-2.474342286586761475e-02,4.791692495346069336e-01,5.751404166221618652e-01,-3.257802501320838928e-02,5.062576532363891602e-01,5.418811440467834473e-01,1.412474177777767181e-02,5.139455795288085938e-01,4.862338006496429443e-01,-1.481038331985473633e-02,5.122940540313720703e-01,5.516917705535888672e-01,-2.672860585153102875e-02,5.091465711593627930e-01,5.992341041564941406e-01,-2.722105942666530609e-02,5.437433719635009766e-01,5.546768903732299805e-01,2.848484320566058159e-03,5.482670664787292480e-01,5.040726065635681152e-01,-2.307103388011455536e-02,5.400991439819335938e-01,5.662332177162170410e-01,-1.624346151947975159e-02,5.341756343841552734e-01,6.092859506607055664e-01,-3.292032517492771149e-03,5.804334282875061035e-01,5.749833583831787109e-01,-9.543639607727527618e-03,5.807354450225830078e-01,5.315344333648681641e-01,-1.952146179974079132e-02,5.696807503700256348e-01,5.719977021217346191e-01,-7.626048754900693893e-03,5.630990862846374512e-01,6.029838323593139648e-01,5.304030608385801315e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.232095122337341309e-01,8.334195613861083984e-01,3.885757280386314960e-07,4.658350944519042969e-01,7.860026955604553223e-01,-2.666652575135231018e-02,4.448199272155761719e-01,7.077056169509887695e-01,-3.821237385272979736e-02,4.838857650756835938e-01,6.527204513549804688e-01,-4.773002117872238159e-02,5.328655838966369629e-01,6.547986865043640137e-01,-5.722247064113616943e-02,4.782522618770599365e-01,6.067487597465515137e-01,-1.493527926504611969e-02,4.850305616855621338e-01,5.197250843048095703e-01,-3.186299651861190796e-02,4.902971386909484863e-01,4.630919694900512695e-01,-5.099911242723464966e-02,4.941042065620422363e-01,4.122557640075683594e-01,-6.756107509136199951e-02,5.200290083885192871e-01,6.043280363082885742e-01,-1.719726435840129852e-02,5.227108597755432129e-01,5.096734166145324707e-01,-3.184609487652778625e-02,5.235986709594726562e-01,4.453981220722198486e-01,-5.006850883364677429e-02,5.199996829032897949e-01,3.863832056522369385e-01,-6.427299231290817261e-02,5.549591779708862305e-01,6.215345263481140137e-01,-2.332002483308315277e-02,5.587763190269470215e-01,5.345030426979064941e-01,-3.908018022775650024e-02,5.560755729675292969e-01,4.767476320266723633e-01,-5.368080362677574158e-02,5.510030984878540039e-01,4.278311133384704590e-01,-6.391893327236175537e-02,5.931738615036010742e-01,6.554369330406188965e-01,-3.268408775329589844e-02,5.967442393302917480e-01,5.828772187232971191e-01,-4.860348999500274658e-02,5.948269963264465332e-01,5.362620949745178223e-01,-5.654993653297424316e-02,5.905779600143432617e-01,4.933378398418426514e-01,-6.183456256985664368e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.433027148246765137e-01,8.680394291877746582e-01,4.826421218240284361e-07,4.870399534702301025e-01,7.841308116912841797e-01,-8.733739145100116730e-03,4.813223183155059814e-01,6.944321393966674805e-01,2.419551135972142220e-03,5.157195925712585449e-01,6.239066720008850098e-01,9.541523642838001251e-03,5.322495698928833008e-01,5.905367136001586914e-01,1.943166181445121765e-02,4.979899823665618896e-01,6.697897911071777344e-01,3.917824476957321167e-02,4.911810159683227539e-01,5.855818986892700195e-01,3.381559625267982483e-02,4.892131388187408447e-01,5.316394567489624023e-01,2.561691030859947205e-02,4.910905957221984863e-01,4.820007085800170898e-01,1.903984509408473969e-02,5.430539846420288086e-01,6.783335804939270020e-01,3.525423631072044373e-02,5.564936995506286621e-01,5.962188243865966797e-01,1.885027065873146057e-02,5.695599913597106934e-01,5.351462364196777344e-01,-7.270916248671710491e-04,5.835428237915039062e-01,4.836276769638061523e-01,-1.136462483555078506e-02,5.831203460693359375e-01,7.006852626800537109e-01,2.647526934742927551e-02,5.915453433990478516e-01,6.500985026359558105e-01,-7.826638408005237579e-03,5.674041509628295898e-01,6.984567642211914062e-01,-2.042441628873348236e-02,5.511876344680786133e-01,7.430769205093383789e-01,-1.657359115779399872e-02,6.210187673568725586e-01,7.275743484497070312e-01,1.723287440836429596e-02,6.214378476142883301e-01,6.854151487350463867e-01,-1.077710557729005814e-02,5.963066816329956055e-01,7.205416560173034668e-01,-1.485193241387605667e-02,5.785000920295715332e-01,7.566370964050292969e-01,-1.009899657219648361e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.518905758857727051e-01,8.070443868637084961e-01,3.341177148286078591e-07,5.862497091293334961e-01,6.835548877716064453e-01,6.605043262243270874e-02,5.115894675254821777e-01,6.372990608215332031e-01,5.454167723655700684e-02,4.410949051380157471e-01,6.613427400588989258e-01,4.123144224286079407e-02,3.740194737911224365e-01,6.916622519493103027e-01,2.392739430069923401e-02,4.806475043296813965e-01,5.944061875343322754e-01,-1.091965585947036743e-01,3.620384931564331055e-01,6.270101666450500488e-01,-9.248583018779754639e-02,2.970023155212402344e-01,6.455200314521789551e-01,-5.959741398692131042e-02,2.441183328628540039e-01,6.666602492332458496e-01,-4.051454737782478333e-02,4.846385419368743896e-01,6.794096231460571289e-01,-1.402996033430099487e-01,3.377943933010101318e-01,6.907398104667663574e-01,-1.272490918636322021e-01,2.628217041492462158e-01,7.035793066024780273e-01,-9.308915585279464722e-02,2.085467875003814697e-01,7.142341732978820801e-01,-8.107487112283706665e-02,4.825642704963684082e-01,7.666956186294555664e-01,-1.486252546310424805e-01,3.753297328948974609e-01,7.755250930786132812e-01,-8.801975846290588379e-02,4.135866761207580566e-01,7.744153141975402832e-01,-1.963827386498451233e-02,4.521819055080413818e-01,7.670146226882934570e-01,4.349622875452041626e-03,4.821140468120574951e-01,8.425749540328979492e-01,-1.527797281742095947e-01,4.095567464828491211e-01,8.343619704246520996e-01,-8.387497067451477051e-02,4.348269999027252197e-01,8.317986726760864258e-01,-2.640191093087196350e-02,4.655691385269165039e-01,8.219561576843261719e-01,-3.221761144232004881e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.912046492099761963e-01,8.087394237518310547e-01,-4.937563176099502016e-07,4.161507785320281982e-01,7.650337815284729004e-01,-5.310890451073646545e-02,3.636279404163360596e-01,6.918061971664428711e-01,-8.116565644741058350e-02,3.382568359375000000e-01,6.140480637550354004e-01,-1.045930460095405579e-01,3.119506835937500000e-01,5.523549318313598633e-01,-1.203102320432662964e-01,4.286381602287292480e-01,5.826919078826904297e-01,-4.610481858253479004e-02,4.748327136039733887e-01,5.407789945602416992e-01,-8.529708534479141235e-02,4.864624142646789551e-01,6.027420163154602051e-01,-1.011409834027290344e-01,4.789772331714630127e-01,6.576380729675292969e-01,-1.034286394715309143e-01,4.824827313423156738e-01,5.875872373580932617e-01,-3.370780870318412781e-02,5.221632122993469238e-01,5.491900444030761719e-01,-8.337315171957015991e-02,5.184276700019836426e-01,6.308797597885131836e-01,-9.833540022373199463e-02,5.007331967353820801e-01,6.893361806869506836e-01,-9.696490317583084106e-02,5.269078016281127930e-01,5.993353724479675293e-01,-2.789187245070934296e-02,5.612015724182128906e-01,5.618667602539062500e-01,-7.595820724964141846e-02,5.520561337471008301e-01,6.308659911155700684e-01,-7.802402228116989136e-02,5.344327688217163086e-01,6.802520751953125000e-01,-6.468778848648071289e-02,5.629991292953491211e-01,6.177338361740112305e-01,-2.546634338796138763e-02,5.947978496551513672e-01,5.531689524650573730e-01,-5.304247885942459106e-02,6.169939637184143066e-01,5.183852314949035645e-01,-5.679148063063621521e-02,6.333152055740356445e-01,4.815550446510314941e-01,-5.159855633974075317e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.154972672462463379e-01,8.787299394607543945e-01,6.120320676927804016e-07,4.969524145126342773e-01,8.654694557189941406e-01,-7.561382651329040527e-02,5.139831900596618652e-01,8.119723796844482422e-01,-9.943152964115142822e-02,5.752124190330505371e-01,7.570981383323669434e-01,-1.080639883875846863e-01,6.241269111633300781e-01,7.072425484657287598e-01,-1.147430688142776489e-01,4.712814092636108398e-01,6.510176062583923340e-01,-5.514869466423988342e-02,4.528584480285644531e-01,5.611019134521484375e-01,-7.616189867258071899e-02,4.642325043678283691e-01,5.035890936851501465e-01,-9.497660398483276367e-02,4.833770990371704102e-01,4.635563492774963379e-01,-1.084380671381950378e-01,5.178367495536804199e-01,6.362423300743103027e-01,-3.404941037297248840e-02,5.197352766990661621e-01,5.303114652633666992e-01,-4.944271966814994812e-02,5.402969717979431152e-01,4.617257118225097656e-01,-6.939197331666946411e-02,5.608867406845092773e-01,4.143807590007781982e-01,-8.307613432407379150e-02,5.576130151748657227e-01,6.525465846061706543e-01,-2.124068513512611389e-02,5.925341248512268066e-01,5.647504925727844238e-01,-5.728456750512123108e-02,6.193087697029113770e-01,5.008440613746643066e-01,-9.754902124404907227e-02,6.399324536323547363e-01,4.436138272285461426e-01,-1.237858533859252930e-01,5.912724733352661133e-01,6.914570927619934082e-01,-1.240990217775106430e-02,6.183127760887145996e-01,6.712081432342529297e-01,-5.942309647798538208e-02,6.201165914535522461e-01,7.115591168403625488e-01,-8.426131308078765869e-02,6.196280717849731445e-01,7.495329380035400391e-01,-9.749830514192581177e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
