# validation_accuracy,testing_accuracy,activation,structure,init_learning_rate,learning_type,regulizer,model
83.7651122625216,97.05882352941177,tanh,63-36-27,0.0007,adaptive,0.1,
83.7651122625216,97.23183391003461,tanh,63-42-27-27,0.04,adaptive,0.7,
83.7651122625216,97.46251441753172,tanh,63-42-27-27,0.001,adaptive,0.7,
83.7651122625216,96.59746251441753,tanh,63-42-27-27,0.004,adaptive,0.7,
83.7651122625216,98.09688581314879,tanh,63-42-27-27,0.0004,adaptive,0.4,
83.7651122625216,89.61937716262976,logistic,63-18-27,0.04,adaptive,0.1,
83.7651122625216,92.56055363321799,logistic,63-36-27,0.001,adaptive,0.1,
83.7651122625216,95.5594002306805,logistic,63-36-27,0.004,adaptive,0.04,
83.7651122625216,94.52133794694349,logistic,63-36-27,0.0007,adaptive,0.07,
83.7651122625216,98.15455594002307,logistic,63-51-39-27,0.07,adaptive,0.1,
83.7651122625216,99.01960784313727,logistic,63-51-39-27,0.07,adaptive,0.07,
83.7651122625216,99.07727797001154,logistic,63-51-39-27,0.0004,adaptive,0.04,
83.7651122625216,98.32756632064591,logistic,63-42-27-27,0.4,adaptive,0.07,
83.7651122625216,96.7128027681661,logistic,63-42-27-27,0.0007,adaptive,0.07,
83.59240069084629,97.52018454440599,tanh,63-36-27,0.01,adaptive,0.1,
83.59240069084629,98.55824682814303,tanh,63-51-39-27,0.04,adaptive,0.7,
83.59240069084629,98.21222606689734,tanh,63-51-39-27,0.0001,adaptive,0.7,
83.59240069084629,95.5594002306805,logistic,63-36-27,0.007,adaptive,0.04,
83.59240069084629,94.11764705882352,logistic,63-36-27,0.007,adaptive,0.07,
83.59240069084629,93.07958477508652,logistic,63-36-27,0.0001,adaptive,0.1,
83.59240069084629,99.19261822376009,logistic,63-51-39-27,0.001,adaptive,0.07,
83.59240069084629,99.25028835063438,logistic,63-51-39-27,0.004,adaptive,0.07,
83.59240069084629,97.46251441753172,logistic,63-42-27-27,0.04,adaptive,0.07,
83.41968911917098,93.54094579008074,tanh,63-36-27,0.001,adaptive,0.4,
83.41968911917098,98.32756632064591,tanh,63-36-27,0.007,adaptive,0.1,
83.41968911917098,98.73125720876585,tanh,63-36-27,0.007,adaptive,0.04,
83.41968911917098,97.28950403690888,tanh,63-36-27,0.0004,adaptive,0.07,
83.41968911917098,100.0,tanh,63-51-39-27,0.004,adaptive,0.07,
83.41968911917098,99.7116493656286,tanh,63-51-39-27,0.007,adaptive,0.4,
83.41968911917098,99.7116493656286,tanh,63-51-39-27,0.0001,adaptive,0.4,
83.41968911917098,100.0,tanh,63-51-39-27,0.0007,adaptive,0.1,
83.41968911917098,90.3690888119954,logistic,63-18-27,0.004,adaptive,0.04,
83.41968911917098,93.48327566320646,logistic,63-36-27,0.1,adaptive,0.1,
83.41968911917098,93.71395617070357,logistic,63-36-27,0.7,adaptive,0.1,
83.41968911917098,93.02191464821222,logistic,63-36-27,0.07,adaptive,0.1,
83.41968911917098,98.6159169550173,logistic,63-51-39-27,0.4,adaptive,0.1,
83.41968911917098,99.65397923875432,logistic,63-51-39-27,0.001,adaptive,0.007,
83.41968911917098,97.69319492502883,logistic,63-51-39-27,0.007,adaptive,0.07,
83.41968911917098,95.50173010380622,logistic,63-42-27-27,0.4,adaptive,0.1,
83.41968911917098,96.25144175317186,logistic,63-42-27-27,0.7,adaptive,0.07,
83.41968911917098,96.59746251441753,logistic,63-42-27-27,0.001,adaptive,0.1,
83.24697754749567,91.98385236447521,tanh,63-18-27,0.001,adaptive,0.1,
83.24697754749567,93.71395617070357,tanh,63-36-27,0.04,adaptive,0.4,
83.24697754749567,90.83044982698962,tanh,63-36-27,0.0007,adaptive,0.7,
83.24697754749567,99.07727797001154,tanh,63-51-39-27,0.4,adaptive,0.7,
83.24697754749567,100.0,tanh,63-51-39-27,0.01,adaptive,0.1,
83.24697754749567,100.0,tanh,63-51-39-27,0.04,adaptive,0.07,
83.24697754749567,99.7116493656286,tanh,63-51-39-27,0.004,adaptive,0.4,
83.24697754749567,98.26989619377161,tanh,63-42-27-27,0.07,adaptive,0.4,
83.24697754749567,95.21337946943483,logistic,63-36-27,0.01,adaptive,0.04,
83.24697754749567,93.71395617070357,logistic,63-36-27,0.01,adaptive,0.07,
83.24697754749567,95.96309111880046,logistic,63-36-27,0.04,adaptive,0.04,
83.24697754749567,96.07843137254902,logistic,63-36-27,0.07,adaptive,0.04,
83.24697754749567,93.25259515570934,logistic,63-36-27,0.004,adaptive,0.1,
83.24697754749567,93.59861591695503,logistic,63-36-27,0.0004,adaptive,0.04,
83.24697754749567,93.82929642445214,logistic,63-36-27,0.0007,adaptive,0.1,
83.24697754749567,99.59630911188005,logistic,63-51-39-27,0.004,adaptive,0.04,
83.24697754749567,99.25028835063438,logistic,63-42-27-27,0.1,adaptive,0.04,
83.24697754749567,96.07843137254902,logistic,63-42-27-27,0.1,adaptive,0.07,
83.07426597582038,92.32987312572088,tanh,63-18-27,0.1,adaptive,0.1,
83.07426597582038,90.02306805074971,tanh,63-18-27,0.07,adaptive,0.1,
83.07426597582038,97.11649365628604,tanh,63-36-27,0.04,adaptive,0.1,
83.07426597582038,91.23414071510958,tanh,63-36-27,0.004,adaptive,0.7,
83.07426597582038,93.71395617070357,tanh,63-36-27,0.0007,adaptive,0.4,
83.07426597582038,98.73125720876585,tanh,63-51-39-27,0.1,adaptive,0.7,
83.07426597582038,98.6159169550173,tanh,63-51-39-27,0.01,adaptive,0.7,
83.07426597582038,99.65397923875432,tanh,63-51-39-27,0.001,adaptive,0.4,
83.07426597582038,100.0,tanh,63-51-39-27,0.001,adaptive,0.04,
83.07426597582038,98.55824682814303,tanh,63-51-39-27,0.004,adaptive,0.7,
83.07426597582038,99.48096885813149,tanh,63-42-27-27,0.7,adaptive,0.07,
83.07426597582038,98.67358708189158,tanh,63-42-27-27,0.0007,adaptive,0.1,
83.07426597582038,89.61937716262976,logistic,63-18-27,0.1,adaptive,0.1,
83.07426597582038,90.83044982698962,logistic,63-18-27,0.7,adaptive,0.007,
83.07426597582038,92.90657439446368,logistic,63-36-27,0.4,adaptive,0.1,
83.07426597582038,95.27104959630911,logistic,63-36-27,0.4,adaptive,0.04,
83.07426597582038,94.86735870818916,logistic,63-36-27,0.7,adaptive,0.07,
83.07426597582038,96.1361014994233,logistic,63-36-27,0.007,adaptive,0.01,
83.07426597582038,99.19261822376009,logistic,63-51-39-27,0.01,adaptive,0.04,
83.07426597582038,98.44290657439446,logistic,63-51-39-27,0.004,adaptive,0.1,
83.07426597582038,99.7116493656286,logistic,63-51-39-27,0.007,adaptive,0.04,
82.90155440414507,89.61937716262976,tanh,63-18-27,0.7,adaptive,0.4,
82.90155440414507,89.2156862745098,tanh,63-18-27,0.001,adaptive,0.4,
82.90155440414507,97.00115340253748,tanh,63-36-27,0.1,adaptive,0.1,
82.90155440414507,99.19261822376009,tanh,63-36-27,0.07,adaptive,0.04,
82.90155440414507,97.63552479815456,tanh,63-36-27,0.0001,adaptive,0.1,
82.90155440414507,91.6955017301038,tanh,63-36-27,0.0001,adaptive,0.7,
82.90155440414507,100.0,tanh,63-51-39-27,0.07,adaptive,0.07,
82.90155440414507,99.82698961937716,tanh,63-51-39-27,0.0004,adaptive,0.4,
82.90155440414507,98.96193771626297,tanh,63-42-27-27,0.0004,adaptive,0.1,
82.90155440414507,98.32756632064591,tanh,63-42-27-27,0.0007,adaptive,0.4,
82.90155440414507,89.85005767012687,logistic,63-18-27,0.7,adaptive,0.07,
82.90155440414507,90.02306805074971,logistic,63-18-27,0.001,adaptive,0.07,
82.90155440414507,90.08073817762399,logistic,63-18-27,0.0007,adaptive,0.1,
82.90155440414507,93.25259515570934,logistic,63-36-27,0.01,adaptive,0.1,
82.90155440414507,98.9042675893887,logistic,63-51-39-27,0.4,adaptive,0.07,
82.90155440414507,89.90772779700116,logistic,63-51-39-27,0.7,adaptive,0.4,
82.90155440414507,98.09688581314879,logistic,63-51-39-27,0.01,adaptive,0.1,
82.90155440414507,99.07727797001154,logistic,63-51-39-27,0.04,adaptive,0.1,
82.90155440414507,98.26989619377161,logistic,63-51-39-27,0.007,adaptive,0.1,
82.90155440414507,95.96309111880046,logistic,63-42-27-27,0.01,adaptive,0.07,
82.90155440414507,96.7128027681661,logistic,63-42-27-27,0.0007,adaptive,0.1,
82.90155440414507,98.50057670126874,logistic,63-42-27-27,0.0007,adaptive,0.04,
82.72884283246978,88.17762399077279,tanh,63-18-27,0.7,adaptive,0.7,
82.72884283246978,89.44636678200692,tanh,63-18-27,0.01,adaptive,0.4,
82.72884283246978,90.94579008073818,tanh,63-18-27,0.07,adaptive,0.04,
82.72884283246978,88.58131487889274,tanh,63-18-27,0.007,adaptive,0.7,
82.72884283246978,89.10034602076125,tanh,63-18-27,0.0001,adaptive,0.4,
82.72884283246978,88.4083044982699,tanh,63-18-27,0.0004,adaptive,0.7,
82.72884283246978,88.81199538638985,tanh,63-18-27,0.0007,adaptive,0.7,
82.72884283246978,97.28950403690888,tanh,63-36-27,0.4,adaptive,0.1,
82.72884283246978,91.63783160322953,tanh,63-36-27,0.4,adaptive,0.7,
82.72884283246978,98.9042675893887,tanh,63-36-27,0.7,adaptive,0.07,
82.72884283246978,93.71395617070357,tanh,63-36-27,0.01,adaptive,0.4,
82.72884283246978,98.21222606689734,tanh,63-36-27,0.004,adaptive,0.04,
82.72884283246978,98.44290657439446,tanh,63-36-27,0.0001,adaptive,0.07,
82.72884283246978,99.76931949250289,tanh,63-51-39-27,0.1,adaptive,0.4,
82.72884283246978,100.0,tanh,63-51-39-27,0.1,adaptive,0.07,
82.72884283246978,98.6159169550173,tanh,63-51-39-27,0.7,adaptive,0.7,
82.72884283246978,99.88465974625143,tanh,63-51-39-27,0.07,adaptive,0.4,
82.72884283246978,98.84659746251442,tanh,63-51-39-27,0.007,adaptive,0.7,
82.72884283246978,97.05882352941177,tanh,63-42-27-27,0.1,adaptive,0.7,
82.72884283246978,99.07727797001154,tanh,63-42-27-27,0.007,adaptive,0.4,
82.72884283246978,97.05882352941177,tanh,63-42-27-27,0.007,adaptive,0.7,
82.72884283246978,89.85005767012687,logistic,63-18-27,0.7,adaptive,0.1,
82.72884283246978,89.79238754325259,logistic,63-18-27,0.01,adaptive,0.04,
82.72884283246978,90.3114186851211,logistic,63-18-27,0.007,adaptive,0.07,
82.72884283246978,95.38638985005767,logistic,63-36-27,0.1,adaptive,0.04,
82.72884283246978,94.80968858131487,logistic,63-36-27,0.7,adaptive,0.01,
82.72884283246978,94.86735870818916,logistic,63-36-27,0.07,adaptive,0.07,
82.72884283246978,95.44405997693195,logistic,63-36-27,0.001,adaptive,0.04,
82.72884283246978,94.80968858131487,logistic,63-36-27,0.0001,adaptive,0.07,
82.72884283246978,89.85005767012687,logistic,63-51-39-27,0.004,adaptive,0.4,
82.72884283246978,99.30795847750865,logistic,63-51-39-27,0.0001,adaptive,0.04,
82.72884283246978,99.76931949250289,logistic,63-51-39-27,0.0007,adaptive,0.04,
82.72884283246978,89.79238754325259,logistic,63-42-27-27,0.4,adaptive,0.4,
82.72884283246978,94.80968858131487,logistic,63-42-27-27,0.04,adaptive,0.1,
82.72884283246978,95.6170703575548,logistic,63-42-27-27,0.001,adaptive,0.07,
82.72884283246978,94.23298731257209,logistic,63-42-27-27,0.0001,adaptive,0.07,
82.55613126079447,89.56170703575548,tanh,63-18-27,0.0004,adaptive,0.4,
82.55613126079447,94.7520184544406,tanh,63-36-27,0.7,adaptive,0.4,
82.55613126079447,91.63783160322953,tanh,63-36-27,0.01,adaptive,0.7,
82.55613126079447,98.50057670126874,tanh,63-36-27,0.01,adaptive,0.07,
82.55613126079447,98.50057670126874,tanh,63-36-27,0.07,adaptive,0.07,
82.55613126079447,91.23414071510958,tanh,63-36-27,0.001,adaptive,0.7,
82.55613126079447,96.88581314878893,tanh,63-36-27,0.004,adaptive,0.07,
82.55613126079447,99.53863898500576,tanh,63-36-27,0.0001,adaptive,0.04,
82.55613126079447,99.88465974625143,tanh,63-51-39-27,0.1,adaptive,0.1,
82.55613126079447,100.0,tanh,63-51-39-27,0.4,adaptive,0.07,
82.55613126079447,100.0,tanh,63-51-39-27,0.04,adaptive,0.4,
82.55613126079447,100.0,tanh,63-51-39-27,0.04,adaptive,0.0007,
82.55613126079447,100.0,tanh,63-51-39-27,0.001,adaptive,0.004,
82.55613126079447,100.0,tanh,63-51-39-27,0.004,adaptive,0.004,
82.55613126079447,100.0,tanh,63-51-39-27,0.007,adaptive,0.1,
82.55613126079447,98.67358708189158,tanh,63-42-27-27,0.01,adaptive,0.4,
82.55613126079447,97.00115340253748,tanh,63-42-27-27,0.07,adaptive,0.7,
82.55613126079447,98.78892733564014,tanh,63-42-27-27,0.0001,adaptive,0.4,
82.55613126079447,97.17416378316032,tanh,63-42-27-27,0.0004,adaptive,0.7,
82.55613126079447,91.75317185697808,logistic,63-18-27,0.1,adaptive,0.0007,
82.55613126079447,89.90772779700116,logistic,63-18-27,0.01,adaptive,0.1,
82.55613126079447,89.5040369088812,logistic,63-18-27,0.004,adaptive,0.1,
82.55613126079447,89.10034602076125,logistic,63-18-27,0.004,adaptive,0.007,
82.55613126079447,91.46482122260669,logistic,63-18-27,0.0007,adaptive,0.0007,
82.55613126079447,96.25144175317186,logistic,63-36-27,0.1,adaptive,0.0004,
82.55613126079447,95.09803921568627,logistic,63-36-27,0.7,adaptive,0.04,
82.55613126079447,93.02191464821222,logistic,63-36-27,0.04,adaptive,0.1,
82.55613126079447,93.88696655132641,logistic,63-36-27,0.04,adaptive,0.07,
82.55613126079447,96.48212226066897,logistic,63-36-27,0.07,adaptive,0.01,
82.55613126079447,93.54094579008074,logistic,63-36-27,0.007,adaptive,0.1,
82.55613126079447,96.59746251441753,logistic,63-36-27,0.0001,adaptive,0.01,
82.55613126079447,89.90772779700116,logistic,63-51-39-27,0.01,adaptive,0.4,
82.55613126079447,98.21222606689734,logistic,63-51-39-27,0.001,adaptive,0.1,
82.55613126079447,99.48096885813149,logistic,63-51-39-27,0.0004,adaptive,0.07,
82.55613126079447,94.80968858131487,logistic,63-42-27-27,0.07,adaptive,0.01,
82.55613126079447,97.69319492502883,logistic,63-42-27-27,0.004,adaptive,0.04,
82.38341968911918,93.19492502883506,tanh,63-18-27,0.4,adaptive,0.004,
82.38341968911918,89.38869665513263,tanh,63-18-27,0.04,adaptive,0.4,
82.38341968911918,88.9850057670127,tanh,63-18-27,0.07,adaptive,0.4,
82.38341968911918,89.44636678200692,tanh,63-18-27,0.0007,adaptive,0.4,
82.38341968911918,99.25028835063438,tanh,63-36-27,0.01,adaptive,0.007,
82.38341968911918,98.09688581314879,tanh,63-36-27,0.04,adaptive,0.07,
82.38341968911918,90.83044982698962,tanh,63-36-27,0.07,adaptive,0.7,
82.38341968911918,98.50057670126874,tanh,63-36-27,0.004,adaptive,0.1,
82.38341968911918,97.80853517877739,tanh,63-36-27,0.007,adaptive,0.07,
82.38341968911918,98.44290657439446,tanh,63-36-27,0.0007,adaptive,0.07,
82.38341968911918,99.01960784313727,tanh,63-42-27-27,0.1,adaptive,0.4,
82.38341968911918,99.88465974625143,tanh,63-42-27-27,0.4,adaptive,0.07,
82.38341968911918,97.46251441753172,tanh,63-42-27-27,0.7,adaptive,0.7,
82.38341968911918,100.0,tanh,63-42-27-27,0.0001,adaptive,0.0001,
82.38341968911918,97.34717416378315,tanh,63-42-27-27,0.0007,adaptive,0.7,
82.38341968911918,98.78892733564014,tanh,63-42-27-27,0.0007,adaptive,0.07,
82.38341968911918,89.5040369088812,logistic,63-18-27,0.4,adaptive,0.1,
82.38341968911918,89.15801614763552,logistic,63-18-27,0.007,adaptive,0.01,
82.38341968911918,89.2156862745098,logistic,63-18-27,0.0001,adaptive,0.07,
82.38341968911918,90.54209919261822,logistic,63-18-27,0.0007,adaptive,0.07,
82.38341968911918,95.32871972318338,logistic,63-36-27,0.1,adaptive,0.004,
82.38341968911918,94.4636678200692,logistic,63-36-27,0.0004,adaptive,0.07,
82.38341968911918,96.30911188004615,logistic,63-36-27,0.0007,adaptive,0.04,
82.38341968911918,90.3690888119954,logistic,63-51-39-27,0.1,adaptive,0.4,
82.38341968911918,99.59630911188005,logistic,63-51-39-27,0.04,adaptive,0.04,
82.38341968911918,97.34717416378315,logistic,63-51-39-27,0.0001,adaptive,0.1,
82.38341968911918,89.79238754325259,logistic,63-51-39-27,0.0001,adaptive,0.4,
82.38341968911918,89.27335640138409,logistic,63-42-27-27,0.1,adaptive,0.4,
82.38341968911918,98.67358708189158,logistic,63-42-27-27,0.7,adaptive,0.04,
82.38341968911918,99.01960784313727,logistic,63-42-27-27,0.07,adaptive,0.04,
82.21070811744386,92.15686274509804,tanh,63-18-27,0.7,adaptive,0.04,
82.21070811744386,90.48442906574394,tanh,63-18-27,0.7,adaptive,0.07,
82.21070811744386,88.00461361014995,tanh,63-18-27,0.04,adaptive,0.7,
82.21070811744386,88.29296424452133,tanh,63-18-27,0.001,adaptive,0.7,
82.21070811744386,91.23414071510958,tanh,63-18-27,0.0007,adaptive,0.1,
82.21070811744386,97.86620530565168,tanh,63-36-27,0.1,adaptive,0.07,
82.21070811744386,98.15455594002307,tanh,63-36-27,0.4,adaptive,0.04,
82.21070811744386,91.98385236447521,tanh,63-36-27,0.7,adaptive,0.7,
82.21070811744386,99.30795847750865,tanh,63-36-27,0.04,adaptive,0.004,
82.21070811744386,97.34717416378315,tanh,63-36-27,0.001,adaptive,0.04,
82.21070811744386,93.3679354094579,tanh,63-36-27,0.0004,adaptive,0.4,
82.21070811744386,99.82698961937716,tanh,63-51-39-27,0.004,adaptive,0.1,
82.21070811744386,99.48096885813149,tanh,63-51-39-27,0.0001,adaptive,0.1,
82.21070811744386,100.0,tanh,63-51-39-27,0.0001,adaptive,0.007,
82.21070811744386,89.61937716262976,logistic,63-18-27,0.01,adaptive,0.07,
82.21070811744386,89.79238754325259,logistic,63-18-27,0.07,adaptive,0.07,
82.21070811744386,88.86966551326412,logistic,63-18-27,0.0001,adaptive,0.04,
82.21070811744386,94.80968858131487,logistic,63-36-27,0.1,adaptive,0.07,
82.21070811744386,95.6170703575548,logistic,63-36-27,0.0001,adaptive,0.04,
82.21070811744386,99.65397923875432,logistic,63-51-39-27,0.4,adaptive,0.04,
82.21070811744386,98.15455594002307,logistic,63-51-39-27,0.7,adaptive,0.1,
82.21070811744386,98.67358708189158,logistic,63-51-39-27,0.7,adaptive,0.07,
82.21070811744386,97.75086505190312,logistic,63-51-39-27,0.01,adaptive,0.07,
82.21070811744386,89.5040369088812,logistic,63-42-27-27,0.7,adaptive,0.4,
82.21070811744386,96.36678200692042,logistic,63-42-27-27,0.01,adaptive,0.1,
82.21070811744386,94.92502883506344,logistic,63-42-27-27,0.04,adaptive,0.04,
82.21070811744386,97.28950403690888,logistic,63-42-27-27,0.004,adaptive,0.07,
82.21070811744386,96.59746251441753,logistic,63-42-27-27,0.007,adaptive,0.07,
82.03799654576856,93.07958477508652,tanh,63-18-27,0.01,adaptive,0.1,
82.03799654576856,90.54209919261822,tanh,63-18-27,0.04,adaptive,0.1,
82.03799654576856,88.35063437139561,tanh,63-18-27,0.0001,adaptive,0.7,
82.03799654576856,92.15686274509804,tanh,63-18-27,0.0004,adaptive,0.1,
82.03799654576856,91.6955017301038,tanh,63-18-27,0.0007,adaptive,0.07,
82.03799654576856,90.54209919261822,tanh,63-36-27,0.1,adaptive,0.7,
82.03799654576856,91.75317185697808,tanh,63-36-27,0.0004,adaptive,0.7,
82.03799654576856,100.0,tanh,63-51-39-27,0.07,adaptive,0.1,
82.03799654576856,100.0,tanh,63-51-39-27,0.07,adaptive,0.0004,
82.03799654576856,100.0,tanh,63-51-39-27,0.007,adaptive,0.07,
82.03799654576856,100.0,tanh,63-51-39-27,0.0001,adaptive,0.07,
82.03799654576856,99.76931949250289,tanh,63-42-27-27,0.7,adaptive,0.1,
82.03799654576856,98.0392156862745,tanh,63-42-27-27,0.07,adaptive,0.1,
82.03799654576856,99.07727797001154,tanh,63-42-27-27,0.07,adaptive,0.07,
82.03799654576856,89.33102652825836,logistic,63-18-27,0.1,adaptive,0.07,
82.03799654576856,90.3114186851211,logistic,63-18-27,0.7,adaptive,0.01,
82.03799654576856,90.08073817762399,logistic,63-18-27,0.07,adaptive,0.1,
82.03799654576856,89.2156862745098,logistic,63-18-27,0.007,adaptive,0.1,
82.03799654576856,95.5594002306805,logistic,63-36-27,0.4,adaptive,0.01,
82.03799654576856,95.50173010380622,logistic,63-36-27,0.7,adaptive,0.004,
82.03799654576856,97.57785467128028,logistic,63-36-27,0.04,adaptive,0.0007,
82.03799654576856,97.57785467128028,logistic,63-36-27,0.004,adaptive,0.004,
82.03799654576856,95.8477508650519,logistic,63-36-27,0.0007,adaptive,0.0001,
82.03799654576856,99.30795847750865,logistic,63-51-39-27,0.01,adaptive,0.01,
82.03799654576856,90.02306805074971,logistic,63-51-39-27,0.07,adaptive,0.4,
82.03799654576856,99.01960784313727,logistic,63-51-39-27,0.07,adaptive,0.04,
82.03799654576856,100.0,logistic,63-51-39-27,0.0004,adaptive,0.004,
82.03799654576856,89.85005767012687,logistic,63-42-27-27,0.04,adaptive,0.4,
82.03799654576856,94.57900807381776,logistic,63-42-27-27,0.07,adaptive,0.1,
82.03799654576856,95.90542099192618,logistic,63-42-27-27,0.007,adaptive,0.04,
81.86528497409327,94.34832756632065,tanh,63-18-27,0.1,adaptive,0.007,
81.86528497409327,91.11880046136102,tanh,63-18-27,0.7,adaptive,0.1,
81.86528497409327,91.98385236447521,tanh,63-18-27,0.7,adaptive,0.001,
81.86528497409327,91.06113033448673,tanh,63-18-27,0.001,adaptive,0.07,
81.86528497409327,87.65859284890428,tanh,63-18-27,0.004,adaptive,0.7,
81.86528497409327,93.07958477508652,tanh,63-18-27,0.004,adaptive,0.0007,
81.86528497409327,93.48327566320646,tanh,63-36-27,0.1,adaptive,0.4,
81.86528497409327,98.73125720876585,tanh,63-36-27,0.4,adaptive,0.01,
81.86528497409327,98.96193771626297,tanh,63-36-27,0.4,adaptive,0.07,
81.86528497409327,94.11764705882352,tanh,63-36-27,0.007,adaptive,0.4,
81.86528497409327,100.0,tanh,63-51-39-27,0.4,adaptive,0.1,
81.86528497409327,100.0,tanh,63-51-39-27,0.7,adaptive,0.07,
81.86528497409327,100.0,tanh,63-51-39-27,0.01,adaptive,0.07,
81.86528497409327,98.9042675893887,tanh,63-42-27-27,0.01,adaptive,0.004,
81.86528497409327,99.01960784313727,tanh,63-42-27-27,0.004,adaptive,0.4,
81.86528497409327,97.17416378316032,tanh,63-42-27-27,0.007,adaptive,0.01,
81.86528497409327,89.44636678200692,logistic,63-18-27,0.4,adaptive,0.07,
81.86528497409327,89.04267589388697,logistic,63-18-27,0.7,adaptive,0.0004,
81.86528497409327,89.44636678200692,logistic,63-18-27,0.04,adaptive,0.07,
81.86528497409327,92.2722029988466,logistic,63-18-27,0.001,adaptive,0.0004,
81.86528497409327,88.46597462514417,logistic,63-18-27,0.0004,adaptive,0.1,
81.86528497409327,94.86735870818916,logistic,63-36-27,0.4,adaptive,0.07,
81.86528497409327,96.88581314878893,logistic,63-36-27,0.4,adaptive,0.007,
81.86528497409327,87.42791234140715,logistic,63-36-27,0.01,adaptive,0.4,
81.86528497409327,96.94348327566321,logistic,63-36-27,0.01,adaptive,0.004,
81.86528497409327,95.44405997693195,logistic,63-36-27,0.04,adaptive,0.004,
81.86528497409327,96.82814302191464,logistic,63-36-27,0.04,adaptive,0.0004,
81.86528497409327,94.4636678200692,logistic,63-36-27,0.004,adaptive,0.07,
81.86528497409327,90.3114186851211,logistic,63-51-39-27,0.4,adaptive,0.4,
81.86528497409327,89.96539792387543,logistic,63-51-39-27,0.007,adaptive,0.4,
81.86528497409327,97.17416378316032,logistic,63-42-27-27,0.1,adaptive,0.1,
81.86528497409327,89.90772779700116,logistic,63-42-27-27,0.01,adaptive,0.4,
81.86528497409327,88.69665513264128,logistic,63-42-27-27,0.07,adaptive,0.4,
81.86528497409327,95.21337946943483,logistic,63-42-27-27,0.0004,adaptive,0.04,
81.69257340241796,88.1199538638985,tanh,63-18-27,0.07,adaptive,0.7,
81.69257340241796,89.33102652825836,tanh,63-18-27,0.004,adaptive,0.4,
81.69257340241796,89.04267589388697,tanh,63-18-27,0.007,adaptive,0.4,
81.69257340241796,98.09688581314879,tanh,63-36-27,0.0004,adaptive,0.04,
81.69257340241796,99.53863898500576,tanh,63-36-27,0.0004,adaptive,0.004,
81.69257340241796,100.0,tanh,63-51-39-27,0.7,adaptive,0.1,
81.69257340241796,99.7116493656286,tanh,63-51-39-27,0.001,adaptive,0.01,
81.69257340241796,98.50057670126874,tanh,63-42-27-27,0.4,adaptive,0.4,
