# predicted,target,WRIST.x,WRIST.y,WRIST.z,THUMB_CMC.x,THUMB_CMC.y,THUMB_CMC.z,THUMB_MCP.x,THUMB_MCP.y,THUMB_MCP.z,THUMB_IP.x,THUMB_IP.y,THUMB_IP.z,THUMB_TIP.x,THUMB_TIP.y,THUMB_TIP.z,INDEX_FINGER_MCP.x,INDEX_FINGER_MCP.y,INDEX_FINGER_MCP.z,INDEX_FINGER_PIP.x,INDEX_FINGER_PIP.y,INDEX_FINGER_PIP.z,INDEX_FINGER_DIP.x,INDEX_FINGER_DIP.y,INDEX_FINGER_DIP.z,INDEX_FINGER_TIP.x,INDEX_FINGER_TIP.y,INDEX_FINGER_TIP.z,MIDDLE_FINGER_MCP.x,MIDDLE_FINGER_MCP.y,MIDDLE_FINGER_MCP.z,MIDDLE_FINGER_PIP.x,MIDDLE_FINGER_PIP.y,MIDDLE_FINGER_PIP.z,MIDDLE_FINGER_DIP.x,MIDDLE_FINGER_DIP.y,MIDDLE_FINGER_DIP.z,MIDDLE_FINGER_TIP.x,MIDDLE_FINGER_TIP.y,MIDDLE_FINGER_TIP.z,RING_FINGER_MCP.x,RING_FINGER_MCP.y,RING_FINGER_MCP.z,RING_FINGER_PIP.x,RING_FINGER_PIP.y,RING_FINGER_PIP.z,RING_FINGER_DIP.x,RING_FINGER_DIP.y,RING_FINGER_DIP.z,RING_FINGER_TIP.x,RING_FINGER_TIP.y,RING_FINGER_TIP.z,PINKY_MCP.x,PINKY_MCP.y,PINKY_MCP.z,PINKY_PIP.x,PINKY_PIP.y,PINKY_PIP.z,PINKY_DIP.x,PINKY_DIP.y,PINKY_DIP.z,PINKY_TIP.x,PINKY_TIP.y,PINKY_TIP.z
please,please,0.23704272508621216,0.46975308656692505,9.32659816044179e-07,0.28095513582229614,0.30113914608955383,-0.0445135273039341,0.40694981813430786,0.22846347093582153,-0.06291741132736206,0.544501006603241,0.23155422508716583,-0.06864060461521149,0.6347551345825195,0.25290435552597046,-0.07203029096126556,0.5197187662124634,0.34894630312919617,-0.07355023920536041,0.7037197947502136,0.36336544156074524,-0.09902722388505936,0.8079741597175598,0.3768707513809204,-0.10985821485519409,0.8833920955657959,0.3907619118690491,-0.11306799948215485,0.5205623507499695,0.4523250460624695,-0.06075888127088547,0.710551917552948,0.44935834407806396,-0.07874740660190582,0.8278849124908447,0.44831711053848267,-0.08882538229227066,0.9127448201179504,0.45370039343833923,-0.09399987757205963,0.5047374963760376,0.5287072658538818,-0.049169544130563736,0.676500141620636,0.5263739228248596,-0.06875959038734436,0.7831823825836182,0.5196490287780762,-0.08417860418558121,0.8610630035400391,0.5197353959083557,-0.09217511862516403,0.48041489720344543,0.5856633186340332,-0.039062321186065674,0.600283145904541,0.5897780060768127,-0.05692133679986,0.6762031316757202,0.5865154266357422,-0.06519835442304611,0.7371425032615662,0.5855622291564941,-0.06710764765739441
c,c,0.5523086786270142,0.3861818313598633,-2.277486714774568e-07,0.5893381834030151,0.4044362008571625,0.011085527017712593,0.626910388469696,0.42130762338638306,0.010934384539723396,0.6538233160972595,0.44250810146331787,0.004333228338509798,0.6720456480979919,0.4615107774734497,-0.0006739487289451063,0.662408709526062,0.3909652829170227,0.01758735440671444,0.6936143636703491,0.44396597146987915,0.005109521560370922,0.6737806797027588,0.4609648883342743,-0.0053405906073749065,0.6520398259162903,0.45717155933380127,-0.010002010501921177,0.6636839509010315,0.3967268168926239,0.006089018192142248,0.6923515796661377,0.4514872133731842,-0.00175283697899431,0.6700448393821716,0.46505820751190186,-0.0070317029021680355,0.6490656137466431,0.45537683367729187,-0.009803744032979012,0.661546528339386,0.4083046019077301,-0.0066253007389605045,0.6902547478675842,0.45901092886924744,-0.011103092692792416,0.6685034036636353,0.46877390146255493,-0.007692296523600817,0.6482310891151428,0.4583852291107178,-0.0047758882865309715,0.656672477722168,0.4215245544910431,-0.019080782309174538,0.6838285326957703,0.4609624445438385,-0.016806460916996002,0.6669628620147705,0.4684283435344696,-0.008599075488746166,0.6489522457122803,0.4604702591896057,-0.0026701628230512142
5,5,0.5033684372901917,0.6670049428939819,1.3074974276605644e-06,0.5789457559585571,0.6300053596496582,-0.07169980555772781,0.6368274092674255,0.5524125099182129,-0.10893604904413223,0.680893063545227,0.47484201192855835,-0.1371048539876938,0.7263380289077759,0.41428473591804504,-0.16528651118278503,0.5512969493865967,0.4152868688106537,-0.09581681340932846,0.5829725861549377,0.29770803451538086,-0.14363600313663483,0.5994845628738403,0.22052058577537537,-0.1753593534231186,0.6075494289398193,0.15618842840194702,-0.19774845242500305,0.4724482297897339,0.4032641649246216,-0.09128990024328232,0.46826645731925964,0.27247655391693115,-0.13452456891536713,0.46004241704940796,0.18543730676174164,-0.16618403792381287,0.44974368810653687,0.11679109930992126,-0.18763262033462524,0.4061119556427002,0.42978009581565857,-0.09212730824947357,0.36406034231185913,0.3149813413619995,-0.13938163220882416,0.3310866951942444,0.24390985071659088,-0.1703355312347412,0.30807116627693176,0.19013555347919464,-0.18966898322105408,0.35392582416534424,0.48874807357788086,-0.09754345566034317,0.2891952395439148,0.42613285779953003,-0.1454607993364334,0.24588358402252197,0.38536620140075684,-0.16843903064727783,0.2147427499294281,0.34994155168533325,-0.1802791953086853
5,5,0.47641515731811523,0.8489862680435181,1.0493755553397932e-06,0.5825479030609131,0.7675982117652893,-0.06328535825014114,0.6704698801040649,0.6449077725410461,-0.09967301040887833,0.7393378019332886,0.543431282043457,-0.13374483585357666,0.8144537210464478,0.4828295111656189,-0.16839848458766937,0.5567184090614319,0.4857616126537323,-0.06207571178674698,0.6059877276420593,0.350502073764801,-0.11277925968170166,0.6297124028205872,0.26452457904815674,-0.1548302173614502,0.6438092589378357,0.18529409170150757,-0.18511609733104706,0.46613144874572754,0.4728647470474243,-0.06701146066188812,0.4684975743293762,0.3143990635871887,-0.1080300509929657,0.4716801941394806,0.21607327461242676,-0.13928735256195068,0.4675409197807312,0.13064783811569214,-0.16200841963291168,0.3852517306804657,0.5007083415985107,-0.08038631081581116,0.34133636951446533,0.3595782518386841,-0.12391781061887741,0.30982768535614014,0.26883581280708313,-0.152582585811615,0.28252971172332764,0.18680289387702942,-0.17106910049915314,0.31487059593200684,0.5625117421150208,-0.1001727357506752,0.24543118476867676,0.4686721861362457,-0.13840356469154358,0.2002897560596466,0.4059780240058899,-0.1527322381734848,0.15980705618858337,0.3455534279346466,-0.16100935637950897
a,little bit,0.6417742371559143,0.4093431532382965,-5.781615186606359e-07,0.7022796273231506,0.3835596442222595,-0.028789522126317024,0.7548010349273682,0.3365381956100464,-0.0496920607984066,0.7819607853889465,0.2859475016593933,-0.0704360157251358,0.7998342514038086,0.2431717813014984,-0.08757373690605164,0.7254976630210876,0.259787380695343,-0.02850177511572838,0.7538405656814575,0.23797762393951416,-0.0686868354678154,0.7536510229110718,0.2896276116371155,-0.09424734115600586,0.7462314367294312,0.3369055390357971,-0.10469018667936325,0.6762293577194214,0.24653398990631104,-0.02655915915966034,0.704245924949646,0.2403773069381714,-0.06362784653902054,0.7074036002159119,0.3019034266471863,-0.07421266287565231,0.7030701637268066,0.3518024981021881,-0.07350453734397888,0.6298180222511292,0.24276162683963776,-0.029777204617857933,0.6598199009895325,0.24612946808338165,-0.06114817410707474,0.6640250086784363,0.2996959090232849,-0.05891815572977066,0.6610831022262573,0.3455429971218109,-0.048582401126623154,0.5857154130935669,0.24459688365459442,-0.035639841109514236,0.6107715368270874,0.2411542683839798,-0.05058412626385689,0.6176055073738098,0.2807105481624603,-0.04409882426261902,0.6175433397293091,0.31517308950424194,-0.033160075545310974
good morning,good morning,0.5301758646965027,0.7235103249549866,5.596170353783236e-07,0.40364301204681396,0.700473427772522,-0.06254631280899048,0.3136325776576996,0.6307750344276428,-0.1047484502196312,0.271675169467926,0.5450489521026611,-0.1390382945537567,0.24590331315994263,0.461478054523468,-0.17325341701507568,0.37293049693107605,0.5092157125473022,-0.10630140453577042,0.35379308462142944,0.3584165871143341,-0.15841779112815857,0.3505556881427765,0.26231563091278076,-0.1886584758758545,0.35553210973739624,0.1876915693283081,-0.20710448920726776,0.46381857991218567,0.49405205249786377,-0.10220600664615631,0.4322385787963867,0.33320242166519165,-0.14936688542366028,0.41620349884033203,0.2221439778804779,-0.1807178258895874,0.4113943874835968,0.1292196810245514,-0.20207081735134125,0.5450519323348999,0.49499234557151794,-0.10145489871501923,0.5176712274551392,0.3451373279094696,-0.1454003006219864,0.4999573528766632,0.24202865362167358,-0.17330345511436462,0.48726412653923035,0.1559874415397644,-0.18941175937652588,0.6200383901596069,0.5064465403556824,-0.10413157194852829,0.6070561408996582,0.39397644996643066,-0.14360378682613373,0.591802716255188,0.3200228810310364,-0.16274236142635345,0.5747684240341187,0.2566223740577698,-0.17189960181713104
5,5,0.4573037624359131,0.8232700824737549,1.1918535847144085e-06,0.5483965873718262,0.7722992300987244,-0.049187563359737396,0.6273423433303833,0.6982525587081909,-0.07779810577630997,0.6839283108711243,0.6360886096954346,-0.1036432757973671,0.7272939682006836,0.593967854976654,-0.1286982297897339,0.5760918259620667,0.5143231153488159,-0.04407939687371254,0.6342483162879944,0.3935702443122864,-0.08057614415884018,0.6633563041687012,0.3205033242702484,-0.11232317984104156,0.6812353730201721,0.2624635100364685,-0.133474200963974,0.5025903582572937,0.49824854731559753,-0.04718570411205292,0.527958869934082,0.35426777601242065,-0.07545018196105957,0.5370625257492065,0.2696771025657654,-0.1019870787858963,0.541418731212616,0.20771801471710205,-0.11998601257801056,0.43238580226898193,0.5121516585350037,-0.05666670575737953,0.4342212677001953,0.3761562705039978,-0.0841904953122139,0.43459466099739075,0.29314738512039185,-0.10806050896644592,0.43768948316574097,0.22713419795036316,-0.12367286533117294,0.36252692341804504,0.5546865463256836,-0.07080290466547012,0.3320242166519165,0.4590291380882263,-0.09738613665103912,0.3141818046569824,0.3986954391002655,-0.10834430158138275,0.30373337864875793,0.3426658511161804,-0.11314868927001953
good,good,0.6245676279067993,0.8753436207771301,1.3095254871586803e-06,0.7029528617858887,0.7621991038322449,-0.0837402269244194,0.7145264744758606,0.6394086480140686,-0.1304015815258026,0.7011405229568481,0.5320179462432861,-0.165704146027565,0.7070884108543396,0.4427441954612732,-0.1997123658657074,0.4675203859806061,0.5812681913375854,-0.08818463981151581,0.34638068079948425,0.4939263164997101,-0.13079747557640076,0.26643282175064087,0.44323164224624634,-0.1652982234954834,0.19829468429088593,0.4019477367401123,-0.1897248774766922,0.39404261112213135,0.6452760100364685,-0.07333249598741531,0.2659658193588257,0.5484552979469299,-0.10745704919099808,0.18327699601650238,0.4809291362762451,-0.13806580007076263,0.11944258213043213,0.42543789744377136,-0.16040168702602386,0.34731701016426086,0.7197688221931458,-0.06516430526971817,0.22780944406986237,0.6276630163192749,-0.09487152844667435,0.16045157611370087,0.5655701160430908,-0.11980437487363815,0.11060097813606262,0.5122475624084473,-0.13585950434207916,0.323768675327301,0.7989614605903625,-0.06409037113189697,0.224032461643219,0.7294021844863892,-0.08885174989700317,0.17345641553401947,0.6793643236160278,-0.10118667781352997,0.13670101761817932,0.6283230781555176,-0.10756848007440567
pardon,pardon,0.3828277587890625,0.573212742805481,-9.518433898847434e-07,0.4145174026489258,0.4102058708667755,-0.02543012797832489,0.5130258798599243,0.31166377663612366,-0.040036942809820175,0.6239109635353088,0.2661677300930023,-0.049814678728580475,0.7101200222969055,0.24440930783748627,-0.0549410879611969,0.6494765281677246,0.40044528245925903,-0.027374057099223137,0.672191858291626,0.33080753684043884,-0.035950735211372375,0.6156406998634338,0.33920595049858093,-0.04776274785399437,0.580117404460907,0.36780112981796265,-0.05686299875378609,0.672619640827179,0.49472692608833313,-0.02277623675763607,0.6779500246047974,0.4265158772468567,-0.018798828125,0.635444700717926,0.42800039052963257,-0.025032607838511467,0.5979127287864685,0.45512819290161133,-0.034924253821372986,0.6665218472480774,0.5735677480697632,-0.017751768231391907,0.6685412526130676,0.5132104158401489,-0.015979666262865067,0.6346884369850159,0.5086169838905334,-0.011613747105002403,0.6005553007125854,0.5306739807128906,-0.013538387604057789,0.6452876925468445,0.6339689493179321,-0.014162019826471806,0.650905430316925,0.5869725346565247,-0.012610775418579578,0.6187750101089478,0.5813559293746948,0.0007288060733117163,0.5925256013870239,0.5996840596199036,0.010825704783201218
5,5,0.5047938823699951,0.6868682503700256,1.6164707403731882e-06,0.6005234718322754,0.6600245237350464,-0.0788821280002594,0.6808493137359619,0.6195562481880188,-0.13536436855793,0.7435156106948853,0.5852289199829102,-0.1828165203332901,0.7992675304412842,0.562495768070221,-0.2331506311893463,0.5964446067810059,0.4279734492301941,-0.13707131147384644,0.6387999057769775,0.2924439311027527,-0.1952693909406662,0.6610676050186157,0.21050268411636353,-0.2333231270313263,0.6780885457992554,0.13985498249530792,-0.2613253891468048,0.5013433694839478,0.4259406626224518,-0.138506680727005,0.4823850989341736,0.28228163719177246,-0.19072867929935455,0.47170525789260864,0.1890108734369278,-0.23071926832199097,0.4624534845352173,0.11619073152542114,-0.26037654280662537,0.42355799674987793,0.46838146448135376,-0.14416801929473877,0.3697740435600281,0.3424610197544098,-0.20319153368473053,0.32908523082733154,0.25709235668182373,-0.2538595199584961,0.2982359826564789,0.19191257655620575,-0.28774771094322205,0.3703625500202179,0.5408830642700195,-0.1528649926185608,0.27739304304122925,0.48564136028289795,-0.2148084193468094,0.21439304947853088,0.4574543237686157,-0.25010207295417786,0.1661745309829712,0.4287908971309662,-0.27138498425483704
