# accuracy,activation,structure,init_learning_rate,learning_type,regulizer,model
83.59240069084629,logistic,63-51-39-27,0.0031,constant,0.09,
83.59240069084629,logistic,63-51-39-27,0.0041,constant,0.06,
83.59240069084629,logistic,63-51-39-27,0.0071,constant,0.09,
83.59240069084629,logistic,63-51-39-27,0.0071,adaptive,0.06,
83.59240069084629,logistic,63-42-27-27,0.0061,adaptive,0.06,
83.41968911917098,tanh,63-36-27,0.0001,constant,0.105,
83.41968911917098,tanh,63-36-27,0.0011,constant,0.09,
83.41968911917098,tanh,63-36-27,0.0051,adaptive,0.09,
83.41968911917098,tanh,63-36-27,0.0071,adaptive,0.075,
83.41968911917098,tanh,63-51-39-27,0.0051,adaptive,0.105,
83.41968911917098,tanh,63-42-27-27,0.0001,adaptive,0.105,
83.41968911917098,logistic,63-18-27,0.0031,adaptive,0.075,
83.41968911917098,logistic,63-36-27,0.0001,adaptive,0.075,
83.41968911917098,logistic,63-36-27,0.0011,adaptive,0.075,
83.41968911917098,logistic,63-36-27,0.0011,adaptive,0.105,
83.41968911917098,logistic,63-36-27,0.0021,adaptive,0.06,
83.41968911917098,logistic,63-36-27,0.0021,adaptive,0.09,
83.41968911917098,logistic,63-36-27,0.0031,adaptive,0.075,
83.41968911917098,logistic,63-36-27,0.0031,adaptive,0.09,
83.41968911917098,logistic,63-36-27,0.0041,adaptive,0.045,
83.41968911917098,logistic,63-36-27,0.0051,constant,0.105,
83.41968911917098,logistic,63-36-27,0.0061,constant,0.075,
83.41968911917098,logistic,63-42-27-27,0.0001,constant,0.09,
83.41968911917098,logistic,63-42-27-27,0.0071,adaptive,0.075,
83.24697754749567,tanh,63-18-27,0.0051,adaptive,0.06,
83.24697754749567,tanh,63-18-27,0.0061,constant,0.06,
83.24697754749567,tanh,63-36-27,0.0011,adaptive,0.075,
83.24697754749567,tanh,63-36-27,0.0031,adaptive,0.09,
83.24697754749567,tanh,63-36-27,0.0041,adaptive,0.075,
83.24697754749567,tanh,63-36-27,0.0061,constant,0.105,
83.24697754749567,tanh,63-51-39-27,0.0041,adaptive,0.105,
83.24697754749567,tanh,63-51-39-27,0.0051,constant,0.105,
83.24697754749567,logistic,63-18-27,0.0041,adaptive,0.075,
83.24697754749567,logistic,63-18-27,0.0061,adaptive,0.06,
83.24697754749567,logistic,63-36-27,0.0001,constant,0.075,
83.24697754749567,logistic,63-36-27,0.0021,constant,0.03,
83.24697754749567,logistic,63-36-27,0.0031,constant,0.105,
83.24697754749567,logistic,63-36-27,0.0031,adaptive,0.045,
83.24697754749567,logistic,63-36-27,0.0031,adaptive,0.105,
83.24697754749567,logistic,63-36-27,0.0041,adaptive,0.06,
83.24697754749567,logistic,63-36-27,0.0061,constant,0.105,
83.24697754749567,logistic,63-36-27,0.0061,adaptive,0.045,
83.24697754749567,logistic,63-36-27,0.0061,adaptive,0.06,
83.24697754749567,logistic,63-51-39-27,0.0011,constant,0.075,
83.24697754749567,logistic,63-51-39-27,0.0021,constant,0.075,
83.24697754749567,logistic,63-51-39-27,0.0021,adaptive,0.075,
83.24697754749567,logistic,63-51-39-27,0.0071,constant,0.06,
83.24697754749567,logistic,63-42-27-27,0.0051,adaptive,0.06,
83.24697754749567,logistic,63-42-27-27,0.0071,constant,0.09,
83.07426597582038,tanh,63-18-27,0.0041,adaptive,0.105,
83.07426597582038,tanh,63-36-27,0.0061,constant,0.09,
83.07426597582038,tanh,63-51-39-27,0.0031,constant,0.09,
83.07426597582038,logistic,63-18-27,0.0011,adaptive,0.105,
83.07426597582038,logistic,63-36-27,0.0011,adaptive,0.06,
83.07426597582038,logistic,63-36-27,0.0021,constant,0.075,
83.07426597582038,logistic,63-36-27,0.0051,constant,0.09,
83.07426597582038,logistic,63-36-27,0.0051,adaptive,0.06,
83.07426597582038,logistic,63-36-27,0.0051,adaptive,0.09,
83.07426597582038,logistic,63-36-27,0.0061,constant,0.06,
83.07426597582038,logistic,63-36-27,0.0061,constant,0.09,
83.07426597582038,logistic,63-36-27,0.0071,constant,0.105,
83.07426597582038,logistic,63-36-27,0.0071,adaptive,0.09,
83.07426597582038,logistic,63-51-39-27,0.0001,adaptive,0.06,
83.07426597582038,logistic,63-51-39-27,0.0001,adaptive,0.09,
83.07426597582038,logistic,63-51-39-27,0.0021,constant,0.045,
83.07426597582038,logistic,63-51-39-27,0.0021,constant,0.09,
83.07426597582038,logistic,63-51-39-27,0.0031,adaptive,0.075,
83.07426597582038,logistic,63-51-39-27,0.0041,adaptive,0.045,
83.07426597582038,logistic,63-51-39-27,0.0041,adaptive,0.06,
83.07426597582038,logistic,63-42-27-27,0.0001,constant,0.105,
83.07426597582038,logistic,63-42-27-27,0.0001,adaptive,0.09,
83.07426597582038,logistic,63-42-27-27,0.0021,constant,0.06,
83.07426597582038,logistic,63-42-27-27,0.0021,constant,0.09,
83.07426597582038,logistic,63-42-27-27,0.0021,adaptive,0.105,
83.07426597582038,logistic,63-42-27-27,0.0041,constant,0.045,
82.90155440414507,tanh,63-18-27,0.0031,constant,0.075,
82.90155440414507,tanh,63-18-27,0.0031,adaptive,0.09,
82.90155440414507,tanh,63-18-27,0.0051,constant,0.09,
82.90155440414507,tanh,63-18-27,0.0061,constant,0.075,
82.90155440414507,tanh,63-36-27,0.0021,constant,0.105,
82.90155440414507,tanh,63-36-27,0.0031,adaptive,0.075,
82.90155440414507,tanh,63-36-27,0.0041,constant,0.06,
82.90155440414507,tanh,63-36-27,0.0041,adaptive,0.045,
82.90155440414507,tanh,63-36-27,0.0051,constant,0.075,
82.90155440414507,tanh,63-51-39-27,0.0051,constant,0.09,
82.90155440414507,tanh,63-42-27-27,0.0031,adaptive,0.03,
82.90155440414507,tanh,63-42-27-27,0.0051,constant,0.105,
82.90155440414507,tanh,63-42-27-27,0.0071,adaptive,0.105,
82.90155440414507,logistic,63-18-27,0.0001,constant,0.075,
82.90155440414507,logistic,63-18-27,0.0011,adaptive,0.09,
82.90155440414507,logistic,63-18-27,0.0041,adaptive,0.06,
82.90155440414507,logistic,63-18-27,0.0051,constant,0.03,
82.90155440414507,logistic,63-36-27,0.0001,adaptive,0.09,
82.90155440414507,logistic,63-36-27,0.0001,adaptive,0.105,
82.90155440414507,logistic,63-36-27,0.0021,constant,0.045,
82.90155440414507,logistic,63-36-27,0.0041,adaptive,0.075,
82.90155440414507,logistic,63-36-27,0.0051,constant,0.075,
82.90155440414507,logistic,63-36-27,0.0061,adaptive,0.03,
82.90155440414507,logistic,63-36-27,0.0061,adaptive,0.105,
82.90155440414507,logistic,63-51-39-27,0.0001,constant,0.06,
82.90155440414507,logistic,63-51-39-27,0.0001,constant,0.09,
82.90155440414507,logistic,63-51-39-27,0.0021,constant,0.06,
82.90155440414507,logistic,63-51-39-27,0.0051,adaptive,0.09,
82.90155440414507,logistic,63-51-39-27,0.0061,constant,0.06,
82.90155440414507,logistic,63-51-39-27,0.0071,constant,0.105,
82.90155440414507,logistic,63-42-27-27,0.0001,adaptive,0.075,
82.90155440414507,logistic,63-42-27-27,0.0011,constant,0.105,
82.90155440414507,logistic,63-42-27-27,0.0031,constant,0.075,
82.90155440414507,logistic,63-42-27-27,0.0051,constant,0.045,
82.90155440414507,logistic,63-42-27-27,0.0051,adaptive,0.09,
82.90155440414507,logistic,63-42-27-27,0.0061,adaptive,0.105,
82.90155440414507,relu,63-36-27,0.0061,constant,0.045,
82.90155440414507,relu,63-51-39-27,0.0031,constant,0.06,
82.72884283246978,tanh,63-18-27,0.0001,constant,0.0,
82.72884283246978,tanh,63-18-27,0.0011,adaptive,0.045,
82.72884283246978,tanh,63-18-27,0.0021,adaptive,0.06,
82.72884283246978,tanh,63-18-27,0.0031,constant,0.03,
82.72884283246978,tanh,63-18-27,0.0031,adaptive,0.105,
82.72884283246978,tanh,63-18-27,0.0071,constant,0.03,
82.72884283246978,tanh,63-36-27,0.0001,adaptive,0.09,
82.72884283246978,tanh,63-36-27,0.0011,constant,0.045,
82.72884283246978,tanh,63-36-27,0.0011,constant,0.06,
82.72884283246978,tanh,63-36-27,0.0011,adaptive,0.105,
82.72884283246978,tanh,63-36-27,0.0021,adaptive,0.045,
82.72884283246978,tanh,63-36-27,0.0031,constant,0.105,
82.72884283246978,tanh,63-36-27,0.0041,adaptive,0.105,
82.72884283246978,tanh,63-51-39-27,0.0001,constant,0.015,
82.72884283246978,tanh,63-51-39-27,0.0001,constant,0.105,
82.72884283246978,tanh,63-51-39-27,0.0011,constant,0.075,
82.72884283246978,tanh,63-51-39-27,0.0031,constant,0.105,
82.72884283246978,tanh,63-51-39-27,0.0041,constant,0.09,
82.72884283246978,tanh,63-51-39-27,0.0041,adaptive,0.09,
82.72884283246978,tanh,63-51-39-27,0.0051,adaptive,0.06,
82.72884283246978,tanh,63-51-39-27,0.0051,adaptive,0.09,
82.72884283246978,tanh,63-42-27-27,0.0061,constant,0.09,
82.72884283246978,logistic,63-18-27,0.0051,constant,0.075,
82.72884283246978,logistic,63-36-27,0.0001,constant,0.06,
82.72884283246978,logistic,63-36-27,0.0011,constant,0.045,
82.72884283246978,logistic,63-36-27,0.0011,constant,0.06,
82.72884283246978,logistic,63-36-27,0.0021,constant,0.06,
82.72884283246978,logistic,63-36-27,0.0021,adaptive,0.105,
82.72884283246978,logistic,63-36-27,0.0041,constant,0.06,
82.72884283246978,logistic,63-36-27,0.0051,constant,0.045,
82.72884283246978,logistic,63-36-27,0.0071,adaptive,0.045,
82.72884283246978,logistic,63-36-27,0.0071,adaptive,0.06,
82.72884283246978,logistic,63-36-27,0.0071,adaptive,0.075,
82.72884283246978,logistic,63-51-39-27,0.0011,constant,0.06,
82.72884283246978,logistic,63-51-39-27,0.0011,adaptive,0.105,
82.72884283246978,logistic,63-51-39-27,0.0031,adaptive,0.03,
82.72884283246978,logistic,63-51-39-27,0.0031,adaptive,0.045,
82.72884283246978,logistic,63-51-39-27,0.0051,constant,0.09,
82.72884283246978,logistic,63-51-39-27,0.0051,adaptive,0.075,
82.72884283246978,logistic,63-51-39-27,0.0061,adaptive,0.075,
82.72884283246978,logistic,63-51-39-27,0.0071,constant,0.075,
82.72884283246978,logistic,63-42-27-27,0.0001,constant,0.06,
82.72884283246978,logistic,63-42-27-27,0.0001,adaptive,0.105,
82.72884283246978,logistic,63-42-27-27,0.0031,adaptive,0.105,
82.72884283246978,logistic,63-42-27-27,0.0041,adaptive,0.075,
82.72884283246978,logistic,63-42-27-27,0.0051,constant,0.09,
82.72884283246978,logistic,63-42-27-27,0.0061,adaptive,0.045,
82.72884283246978,relu,63-36-27,0.0021,constant,0.075,
82.72884283246978,relu,63-36-27,0.0041,constant,0.09,
82.72884283246978,relu,63-36-27,0.0051,constant,0.09,
82.72884283246978,relu,63-36-27,0.0051,adaptive,0.09,
82.55613126079447,tanh,63-18-27,0.0001,constant,0.06,
82.55613126079447,tanh,63-18-27,0.0001,constant,0.105,
82.55613126079447,tanh,63-18-27,0.0011,constant,0.105,
82.55613126079447,tanh,63-18-27,0.0031,adaptive,0.075,
82.55613126079447,tanh,63-18-27,0.0051,adaptive,0.09,
82.55613126079447,tanh,63-18-27,0.0051,adaptive,0.105,
82.55613126079447,tanh,63-36-27,0.0001,adaptive,0.06,
82.55613126079447,tanh,63-36-27,0.0021,adaptive,0.09,
82.55613126079447,tanh,63-36-27,0.0041,constant,0.015,
82.55613126079447,tanh,63-36-27,0.0071,adaptive,0.045,
82.55613126079447,tanh,63-51-39-27,0.0021,constant,0.075,
82.55613126079447,tanh,63-51-39-27,0.0041,adaptive,0.075,
82.55613126079447,tanh,63-51-39-27,0.0071,constant,0.06,
82.55613126079447,tanh,63-42-27-27,0.0001,constant,0.0,
82.55613126079447,tanh,63-42-27-27,0.0001,adaptive,0.09,
82.55613126079447,tanh,63-42-27-27,0.0061,constant,0.045,
82.55613126079447,tanh,63-42-27-27,0.0071,constant,0.06,
82.55613126079447,logistic,63-18-27,0.0001,constant,0.06,
82.55613126079447,logistic,63-18-27,0.0011,constant,0.075,
82.55613126079447,logistic,63-18-27,0.0021,adaptive,0.06,
82.55613126079447,logistic,63-18-27,0.0051,constant,0.045,
82.55613126079447,logistic,63-18-27,0.0061,constant,0.075,
82.55613126079447,logistic,63-18-27,0.0061,adaptive,0.075,
82.55613126079447,logistic,63-18-27,0.0071,constant,0.075,
82.55613126079447,logistic,63-18-27,0.0071,constant,0.09,
82.55613126079447,logistic,63-36-27,0.0001,constant,0.105,
82.55613126079447,logistic,63-36-27,0.0001,adaptive,0.045,
82.55613126079447,logistic,63-36-27,0.0011,constant,0.03,
82.55613126079447,logistic,63-36-27,0.0021,adaptive,0.045,
82.55613126079447,logistic,63-36-27,0.0031,constant,0.075,
82.55613126079447,logistic,63-36-27,0.0041,constant,0.03,
82.55613126079447,logistic,63-36-27,0.0041,constant,0.09,
82.55613126079447,logistic,63-36-27,0.0071,constant,0.06,
82.55613126079447,logistic,63-36-27,0.0071,constant,0.075,
82.55613126079447,logistic,63-51-39-27,0.0001,constant,0.075,
82.55613126079447,logistic,63-51-39-27,0.0001,constant,0.105,
82.55613126079447,logistic,63-51-39-27,0.0011,constant,0.09,
82.55613126079447,logistic,63-51-39-27,0.0011,adaptive,0.075,
82.55613126079447,logistic,63-51-39-27,0.0031,constant,0.06,
82.55613126079447,logistic,63-51-39-27,0.0041,constant,0.075,
82.55613126079447,logistic,63-51-39-27,0.0051,adaptive,0.105,
82.55613126079447,logistic,63-51-39-27,0.0071,adaptive,0.045,
82.55613126079447,logistic,63-42-27-27,0.0001,constant,0.075,
82.55613126079447,logistic,63-42-27-27,0.0011,adaptive,0.045,
82.55613126079447,logistic,63-42-27-27,0.0021,constant,0.075,
82.55613126079447,logistic,63-42-27-27,0.0021,adaptive,0.03,
82.55613126079447,logistic,63-42-27-27,0.0031,constant,0.045,
82.55613126079447,logistic,63-42-27-27,0.0031,adaptive,0.075,
82.55613126079447,logistic,63-42-27-27,0.0041,constant,0.075,
82.55613126079447,logistic,63-42-27-27,0.0061,constant,0.105,
82.55613126079447,logistic,63-42-27-27,0.0071,constant,0.045,
82.55613126079447,logistic,63-42-27-27,0.0071,constant,0.075,
82.55613126079447,relu,63-36-27,0.0011,adaptive,0.045,
82.55613126079447,relu,63-36-27,0.0011,adaptive,0.105,
82.55613126079447,relu,63-36-27,0.0031,constant,0.015,
82.55613126079447,relu,63-36-27,0.0031,constant,0.045,
82.55613126079447,relu,63-36-27,0.0051,constant,0.0,
82.55613126079447,relu,63-51-39-27,0.0001,adaptive,0.06,
82.55613126079447,relu,63-51-39-27,0.0031,adaptive,0.06,
82.55613126079447,relu,63-51-39-27,0.0051,adaptive,0.06,
82.38341968911918,tanh,63-18-27,0.0021,constant,0.03,
82.38341968911918,tanh,63-18-27,0.0031,constant,0.0,
82.38341968911918,tanh,63-18-27,0.0061,adaptive,0.09,
82.38341968911918,tanh,63-18-27,0.0061,adaptive,0.105,
82.38341968911918,tanh,63-18-27,0.0071,constant,0.09,
82.38341968911918,tanh,63-18-27,0.0071,adaptive,0.03,
82.38341968911918,tanh,63-18-27,0.0071,adaptive,0.105,
82.38341968911918,tanh,63-36-27,0.0011,adaptive,0.06,
82.38341968911918,tanh,63-36-27,0.0031,constant,0.015,
82.38341968911918,tanh,63-36-27,0.0041,adaptive,0.06,
82.38341968911918,tanh,63-36-27,0.0051,constant,0.09,
82.38341968911918,tanh,63-36-27,0.0051,adaptive,0.06,
82.38341968911918,tanh,63-36-27,0.0061,constant,0.0,
82.38341968911918,tanh,63-36-27,0.0061,adaptive,0.06,
82.38341968911918,tanh,63-36-27,0.0061,adaptive,0.075,
82.38341968911918,tanh,63-36-27,0.0071,adaptive,0.09,
82.38341968911918,tanh,63-36-27,0.0071,adaptive,0.105,
82.38341968911918,tanh,63-51-39-27,0.0031,adaptive,0.045,
82.38341968911918,tanh,63-51-39-27,0.0031,adaptive,0.075,
82.38341968911918,tanh,63-51-39-27,0.0041,constant,0.075,
82.38341968911918,tanh,63-51-39-27,0.0051,constant,0.06,
82.38341968911918,tanh,63-42-27-27,0.0011,constant,0.105,
82.38341968911918,tanh,63-42-27-27,0.0021,adaptive,0.09,
82.38341968911918,tanh,63-42-27-27,0.0021,adaptive,0.105,
82.38341968911918,tanh,63-42-27-27,0.0031,adaptive,0.105,
82.38341968911918,tanh,63-42-27-27,0.0041,adaptive,0.09,
82.38341968911918,logistic,63-18-27,0.0001,adaptive,0.06,
82.38341968911918,logistic,63-18-27,0.0031,adaptive,0.0,
82.38341968911918,logistic,63-18-27,0.0051,constant,0.015,
82.38341968911918,logistic,63-18-27,0.0061,adaptive,0.09,
82.38341968911918,logistic,63-18-27,0.0071,adaptive,0.09,
82.38341968911918,logistic,63-36-27,0.0001,constant,0.045,
82.38341968911918,logistic,63-36-27,0.0011,adaptive,0.03,
82.38341968911918,logistic,63-36-27,0.0041,constant,0.075,
82.38341968911918,logistic,63-36-27,0.0041,adaptive,0.03,
82.38341968911918,logistic,63-36-27,0.0051,constant,0.06,
82.38341968911918,logistic,63-36-27,0.0051,adaptive,0.105,
82.38341968911918,logistic,63-36-27,0.0061,constant,0.03,
82.38341968911918,logistic,63-36-27,0.0061,adaptive,0.09,
82.38341968911918,logistic,63-36-27,0.0071,constant,0.015,
82.38341968911918,logistic,63-36-27,0.0071,constant,0.03,
82.38341968911918,logistic,63-51-39-27,0.0011,constant,0.03,
82.38341968911918,logistic,63-51-39-27,0.0011,adaptive,0.09,
82.38341968911918,logistic,63-51-39-27,0.0031,constant,0.03,
82.38341968911918,logistic,63-51-39-27,0.0031,adaptive,0.09,
82.38341968911918,logistic,63-51-39-27,0.0041,constant,0.105,
82.38341968911918,logistic,63-51-39-27,0.0041,adaptive,0.03,
82.38341968911918,logistic,63-51-39-27,0.0051,constant,0.105,
82.38341968911918,logistic,63-51-39-27,0.0061,adaptive,0.06,
82.38341968911918,logistic,63-51-39-27,0.0061,adaptive,0.09,
82.38341968911918,logistic,63-51-39-27,0.0071,adaptive,0.09,
82.38341968911918,logistic,63-42-27-27,0.0031,constant,0.105,
82.38341968911918,logistic,63-42-27-27,0.0051,constant,0.075,
82.38341968911918,logistic,63-42-27-27,0.0051,adaptive,0.105,
82.38341968911918,logistic,63-42-27-27,0.0061,constant,0.06,
82.38341968911918,relu,63-18-27,0.0061,constant,0.105,
82.38341968911918,relu,63-36-27,0.0001,constant,0.045,
82.38341968911918,relu,63-36-27,0.0001,adaptive,0.105,
82.38341968911918,relu,63-36-27,0.0021,constant,0.105,
82.38341968911918,relu,63-36-27,0.0021,adaptive,0.09,
82.38341968911918,relu,63-36-27,0.0041,adaptive,0.03,
82.38341968911918,relu,63-51-39-27,0.0001,constant,0.045,
82.38341968911918,relu,63-51-39-27,0.0001,adaptive,0.075,
82.38341968911918,relu,63-42-27-27,0.0031,adaptive,0.06,
82.21070811744386,tanh,63-18-27,0.0001,adaptive,0.09,
82.21070811744386,tanh,63-18-27,0.0021,constant,0.045,
82.21070811744386,tanh,63-18-27,0.0021,constant,0.075,
82.21070811744386,tanh,63-18-27,0.0041,constant,0.075,
82.21070811744386,tanh,63-18-27,0.0041,constant,0.105,
82.21070811744386,tanh,63-18-27,0.0051,constant,0.075,
82.21070811744386,tanh,63-18-27,0.0051,adaptive,0.075,
82.21070811744386,tanh,63-36-27,0.0011,adaptive,0.03,
82.21070811744386,tanh,63-36-27,0.0021,adaptive,0.105,
82.21070811744386,tanh,63-36-27,0.0031,constant,0.03,
82.21070811744386,tanh,63-36-27,0.0031,constant,0.09,
82.21070811744386,tanh,63-36-27,0.0051,constant,0.045,
82.21070811744386,tanh,63-36-27,0.0061,constant,0.045,
82.21070811744386,tanh,63-36-27,0.0061,adaptive,0.105,
82.21070811744386,tanh,63-36-27,0.0071,constant,0.06,
82.21070811744386,tanh,63-36-27,0.0071,adaptive,0.0,
82.21070811744386,tanh,63-51-39-27,0.0011,adaptive,0.075,
82.21070811744386,tanh,63-51-39-27,0.0051,constant,0.075,
82.21070811744386,tanh,63-51-39-27,0.0061,constant,0.09,
82.21070811744386,tanh,63-51-39-27,0.0061,adaptive,0.09,
82.21070811744386,tanh,63-51-39-27,0.0061,adaptive,0.105,
82.21070811744386,tanh,63-42-27-27,0.0011,adaptive,0.03,
82.21070811744386,logistic,63-18-27,0.0041,adaptive,0.09,
82.21070811744386,logistic,63-18-27,0.0051,constant,0.105,
82.21070811744386,logistic,63-18-27,0.0061,constant,0.105,
82.21070811744386,logistic,63-36-27,0.0001,constant,0.015,
82.21070811744386,logistic,63-36-27,0.0011,constant,0.105,
82.21070811744386,logistic,63-36-27,0.0011,adaptive,0.09,
82.21070811744386,logistic,63-36-27,0.0021,adaptive,0.075,
82.21070811744386,logistic,63-36-27,0.0051,constant,0.015,
82.21070811744386,logistic,63-36-27,0.0051,constant,0.03,
82.21070811744386,logistic,63-36-27,0.0061,adaptive,0.015,
82.21070811744386,logistic,63-36-27,0.0061,adaptive,0.075,
82.21070811744386,logistic,63-36-27,0.0071,adaptive,0.105,
82.21070811744386,logistic,63-51-39-27,0.0021,constant,0.105,
82.21070811744386,logistic,63-51-39-27,0.0031,constant,0.075,
82.21070811744386,logistic,63-51-39-27,0.0051,constant,0.045,
82.21070811744386,logistic,63-51-39-27,0.0051,constant,0.06,
82.21070811744386,logistic,63-51-39-27,0.0061,constant,0.045,
82.21070811744386,logistic,63-51-39-27,0.0061,constant,0.09,
82.21070811744386,logistic,63-42-27-27,0.0001,adaptive,0.06,
82.21070811744386,logistic,63-42-27-27,0.0011,adaptive,0.09,
82.21070811744386,logistic,63-42-27-27,0.0031,constant,0.09,
82.21070811744386,logistic,63-42-27-27,0.0041,constant,0.09,
82.21070811744386,logistic,63-42-27-27,0.0051,constant,0.105,
82.21070811744386,relu,63-18-27,0.0061,adaptive,0.015,
82.21070811744386,relu,63-18-27,0.0061,adaptive,0.09,
82.21070811744386,relu,63-36-27,0.0001,constant,0.03,
82.21070811744386,relu,63-36-27,0.0011,adaptive,0.06,
82.21070811744386,relu,63-36-27,0.0021,adaptive,0.105,
82.21070811744386,relu,63-36-27,0.0031,constant,0.06,
82.21070811744386,relu,63-36-27,0.0031,constant,0.09,
82.21070811744386,relu,63-36-27,0.0031,adaptive,0.015,
82.21070811744386,relu,63-36-27,0.0041,constant,0.06,
82.21070811744386,relu,63-36-27,0.0041,adaptive,0.06,
82.21070811744386,relu,63-36-27,0.0051,constant,0.105,
82.21070811744386,relu,63-36-27,0.0061,constant,0.03,
82.21070811744386,relu,63-51-39-27,0.0021,constant,0.075,
82.21070811744386,relu,63-51-39-27,0.0031,adaptive,0.0,
82.21070811744386,relu,63-51-39-27,0.0071,adaptive,0.06,
82.03799654576856,tanh,63-18-27,0.0001,constant,0.075,
82.03799654576856,tanh,63-18-27,0.0001,adaptive,0.03,
82.03799654576856,tanh,63-18-27,0.0001,adaptive,0.105,
82.03799654576856,tanh,63-18-27,0.0031,constant,0.09,
82.03799654576856,tanh,63-18-27,0.0041,constant,0.045,
82.03799654576856,tanh,63-18-27,0.0041,adaptive,0.045,
82.03799654576856,tanh,63-18-27,0.0061,constant,0.045,
82.03799654576856,tanh,63-36-27,0.0001,adaptive,0.105,
82.03799654576856,tanh,63-36-27,0.0011,adaptive,0.045,
82.03799654576856,tanh,63-36-27,0.0021,adaptive,0.075,
82.03799654576856,tanh,63-36-27,0.0041,constant,0.03,
82.03799654576856,tanh,63-36-27,0.0041,constant,0.09,
82.03799654576856,tanh,63-36-27,0.0051,adaptive,0.075,
82.03799654576856,tanh,63-36-27,0.0061,constant,0.03,
82.03799654576856,tanh,63-36-27,0.0061,constant,0.06,
82.03799654576856,tanh,63-36-27,0.0061,adaptive,0.09,
82.03799654576856,tanh,63-36-27,0.0071,constant,0.03,
82.03799654576856,tanh,63-36-27,0.0071,constant,0.045,
82.03799654576856,tanh,63-36-27,0.0071,adaptive,0.06,
82.03799654576856,tanh,63-51-39-27,0.0011,constant,0.105,
82.03799654576856,tanh,63-51-39-27,0.0021,adaptive,0.06,
82.03799654576856,tanh,63-51-39-27,0.0031,adaptive,0.06,
82.03799654576856,tanh,63-51-39-27,0.0041,adaptive,0.045,
82.03799654576856,tanh,63-51-39-27,0.0061,constant,0.015,
82.03799654576856,tanh,63-51-39-27,0.0061,constant,0.06,
82.03799654576856,tanh,63-51-39-27,0.0061,constant,0.075,
82.03799654576856,tanh,63-51-39-27,0.0071,constant,0.09,
82.03799654576856,tanh,63-51-39-27,0.0071,constant,0.105,
82.03799654576856,tanh,63-42-27-27,0.0021,constant,0.03,
